Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
パウラ・ピニェイロ・マシャド;45242;POR;1938;1942;1990;1990;2;5;64;1;0;3;0;L45242;1938;1960;x
ペイショット・エ・クーニャ;45243;POR;1937;1941;1943;1990;1;4;4;1;0;4;0;L45243;1937;1960;x
ペレイラ・バストス;45244;POR;1930;1930;1990;1990;2;5;544;1;0;5;0;L45244;1930;1941;x
F・ペレイラ・コーティーニョ;45245;POR;1938;1990;1990;1990;3;4;16;0;0;4;0;L45245;1938;1944;x
M・ペレイラ・コーティーニョ;45246;POR;1938;1940;1990;1990;2;4;16;1;0;4;0;L45246;1938;1946;x
クィンティーノ・ロガード;45247;POR;1944;1990;1990;1990;3;4;32;0;0;5;0;L45247;1944;1960;x
ロシャ・ベレザ;45248;POR;1939;1990;1990;1990;3;4;64;0;0;5;0;L45248;1939;1960;x
ロドリゲス;45249;POR;1937;1940;1990;1990;2;5;0;1;0;5;0;L45249;1937;1944;x
ロドリゲス・ソウサ;45250;POR;1939;1942;1943;1990;1;4;2;2;0;4;0;L45250;1939;1960;x
ロラン・プレト;45251;POR;1930;1990;1990;1990;3;5;0;0;0;2;0;L45251;1930;1937;x
サー;45252;POR;1930;1930;1930;1990;1;4;576;1;0;3;0;L45252;1930;1942;x
サンパイオ;45253;POR;1943;1946;1990;1990;3;4;256;1;0;4;0;L45253;1943;1960;x
サントス・ノゲイラ;45254;POR;1941;1990;1990;1990;3;3;4;0;0;5;0;L45254;1941;1960;x
シルヴァ・バストス;45255;POR;1939;1942;1990;1990;2;4;4;1;0;5;0;L45255;1939;1946;x
シルヴァ・ドミンゲス;45256;POR;1942;1990;1990;1990;3;3;1;0;0;4;0;L45256;1942;1960;x
シルヴェイラ・マリェーロ;45257;POR;1938;1941;1990;1990;2;3;128;1;0;5;0;L45257;1938;1945;x
シマス・マシャドス;45258;POR;1930;1930;1990;1990;2;4;640;0;0;4;0;L45258;1930;1942;x
シネル・コルデス;45259;POR;1939;1990;1990;1990;3;4;32;0;0;5;0;L45259;1939;1943;x
ソアレス;45260;POR;1941;1990;1990;1990;3;3;128;0;0;4;0;L45260;1941;1946;x
ソアレス・ラセルダ・マシャド;45261;POR;1930;1930;1939;1943;1;5;768;1;0;4;0;L45261;1930;1946;x
ソウサ・シアッパ・アゼヴェド;45262;POR;1940;1943;1946;1990;2;4;0;2;0;5;0;L45262;1940;1960;x
タマグミミ・バルボサ;45263;POR;1943;1946;1990;1990;3;5;32;1;0;5;0;L45263;1943;1960;x
テオトニオ・ペレイラ;45264;POR;1944;1990;1990;1990;3;5;16;0;0;5;0;L45264;1944;1960;x
トリンダーデ;45265;POR;1941;1944;1990;1990;2;3;0;0;0;4;0;L45265;1941;1960;x
ヴェール・アンドラーデ;45266;POR;1938;1942;1990;1990;2;3;32;1;0;4;0;L45266;1938;1946;x
ヴァレンテ・カルヴァーリョ;45267;POR;1938;1990;1990;1990;3;3;1;0;0;5;0;L45267;1938;1960;x
アフレイショ;45268;POR;1930;1930;1930;1990;1;5;2560;1;0;5;1;L45268;1930;1943;x
アメリコ・トマス;45269;POR;1939;1941;1943;1946;1;5;0;3;0;5;1;L45269;1939;1960;x
カベザ・ヌネス;45270;POR;1945;1990;1990;1990;3;3;0;0;0;5;1;L45270;1945;1960;x
カント・エ・カストロ;45271;POR;1930;1930;1930;1990;1;4;4608;1;0;5;1;L45271;1930;1937;x
カストロ・サス;45272;POR;1944;1990;1990;1990;3;3;1024;0;0;5;1;L45272;1944;1960;x
デウス・トマス;45273;POR;1938;1942;1990;1990;2;5;8192;1;0;5;1;L45273;1938;1946;x
マルケス・エスパルテイロ;45274;POR;1940;1990;1990;1990;3;4;0;0;0;4;1;L45274;1940;1947;x
メイレレス;45275;POR;1939;1990;1990;1990;3;5;0;0;0;5;1;L45275;1939;1960;x
メンデス・カベサダス;45276;POR;1943;1990;1990;1990;3;4;0;0;0;5;1;L45276;1943;1960;x
サルメント・ロドリゲス;45277;POR;1946;1990;1990;1990;3;4;0;0;0;5;1;L45277;1946;1960;x
サルメント・サーヴェドラ;45278;POR;1939;1941;1990;1990;2;5;4096;1;0;5;1;L45278;1939;1960;x
タイセイラ;45279;POR;1943;1990;1990;1990;3;5;1024;0;0;5;1;L45279;1943;1960;x
カストロ・サス;45280;POR;1944;1990;1990;1990;3;3;0;0;0;5;2;L45280;1944;1960;x
デルガド;45281;POR;1943;1990;1990;1990;3;5;0;1;0;5;2;L45281;1943;1960;x
ゴイア・ドス・サントス;45282;POR;1940;1945;1990;1990;3;4;0;1;0;5;2;L45282;1940;1960;x
ゴウヴェイア;45283;POR;1930;1930;1990;1990;2;5;512;1;0;5;2;L45283;1930;1939;x
リマ・ヴィエラ;45284;POR;1930;1990;1990;1990;3;3;0;0;0;5;2;L45284;1930;1940;x
モウラ;45285;POR;1939;1943;1990;1990;3;4;0;1;0;5;2;L45285;1939;1946;x
オルティンス・ベテンコート;45286;POR;1930;1930;1990;1990;2;5;131072;1;0;5;2;L45286;1930;1941;x
ペイシェイラ・ゴメス;45287;POR;1944;1990;1990;1990;3;4;0;0;0;5;2;L45287;1944;1960;x
ペキート・レベロ;45288;POR;1930;1990;1990;1990;3;4;0;0;0;2;2;L45288;1930;1938;x
サルメント・ベイレス;45289;POR;1940;1990;1990;1990;3;4;131072;0;0;3;2;L45289;1940;1946;x
シルヴァ・ドミンゲス;45290;POR;1942;1990;1990;1990;3;3;0;0;0;4;2;L45290;1942;1960;x
