Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
5 M・N・ゲラシモフ;9940;SOV;1930;1940;1990;1990;2;5;32;2;0;5;0;L9940;1930;1970;x
4 V・A・ゲラシモフ;9941;SOV;1943;1990;1990;1990;3;4;2;1;0;5;0;L9941;1943;1946;x
7 ゲトマン;9942;SOV;1942;1943;1990;1990;3;7;9;2;0;5;0;L9942;1942;1970;x
4 ギドフ;9943;SOV;1930;1939;1990;1990;3;4;0;2;0;5;0;L9943;1930;1943;x
5 グラズノフ;9944;SOV;1940;1944;1990;1990;3;5;128;2;0;4;0;L9944;1940;1970;x
4 A・S・グレボフ;9945;SOV;1942;1990;1990;1990;3;4;0;1;0;5;0;L9945;1942;1970;x
6 P・I・グレボフ;9946;SOV;1944;1990;1990;1990;3;6;256;1;0;5;0;L9946;1944;1970;x
5 グルズドフスキー;9947;SOV;1942;1943;1990;1990;2;5;0;2;0;5;0;L9947;1942;1970;x
6 ゴリコフ;9948;SOV;1930;1940;1943;1990;1;6;4;3;0;5;0;L9948;1930;1970;x
4 ゴルツェフ;9949;SOV;1940;1990;1990;1990;3;4;128;1;0;3;0;L9949;1940;1942;x
4 K・D・ゴルベフ;9950;SOV;1940;1942;1990;1990;3;4;0;2;0;5;0;L9950;1940;1970;x
4 M・I・ゴルベフ;9951;SOV;1930;1990;1990;1990;3;4;0;1;0;5;0;L9951;1930;1943;x
4 ゴルボフスキー;9952;SOV;1930;1940;1990;1990;2;4;0;2;0;2;0;L9952;1930;1946;x
7 ゴルバートフ;9953;SOV;1930;1943;1945;1990;2;7;0;3;0;5;0;L9953;1930;1970;x
4 ゴルデーエフ;9954;SOV;1942;1944;1990;1990;2;4;0;2;0;5;0;L9954;1942;1947;x
4 ゴルドン;9955;SOV;1930;1990;1990;1990;3;4;0;1;0;5;0;L9955;1930;1944;x
5 ゴルドフ;9956;SOV;1937;1942;1945;1990;2;5;0;3;0;5;0;L9956;1937;1947;x
7 ゴレレンコ;9957;SOV;1930;1938;1943;1990;2;7;12;3;0;5;0;L9957;1930;1970;x
4 ゴロデキー;9958;SOV;1943;1945;1990;1990;2;4;0;2;0;5;0;L9958;1943;1970;x
5 ゴロドニアンスキー;9959;SOV;1939;1941;1990;1990;2;5;0;2;0;5;0;L9959;1939;1942;x
8 ゴロドヴィコフ;9960;SOV;1930;1930;1930;1990;1;8;517;1;0;5;0;L9960;1930;1947;x
8 ゴヴォロフ;9961;SOV;1930;1941;1943;1944;1;8;6;3;0;5;0;L9961;1930;1946;x
6 ゴヴォルネンコ;9962;SOV;1942;1945;1990;1990;3;6;128;2;0;5;0;L9962;1942;1970;x
5 グレビオネク;9963;SOV;1938;1941;1944;1990;2;5;4;3;0;5;0;L9963;1938;1947;x
7 グレチコ;9964;SOV;1941;1942;1943;1990;1;7;0;3;0;5;0;L9964;1941;1970;x
5 グディメンコ;9965;SOV;1943;1945;1990;1990;3;5;1;2;0;5;0;L9965;1943;1970;x
4 グリャエフ;9966;SOV;1943;1990;1990;1990;3;4;0;1;0;5;0;L9966;1943;1970;x
5 グレフ;9967;SOV;1941;1990;1990;1990;3;5;1;1;0;5;0;L9967;1941;1945;x
5 ハデーエフ;9968;SOV;1940;1941;1990;1990;2;5;64;2;0;5;0;L9968;1940;1945;x
5 ハハニャン;9969;SOV;1930;1990;1990;1990;3;5;513;1;0;5;0;L9969;1930;1944;x
5 ハリトノフ;9970;SOV;1940;1942;1990;1990;2;5;256;2;0;5;0;L9970;1940;1943;x
4 ハチキレヴィッチ;9971;SOV;1939;1990;1990;1990;3;4;0;1;0;5;0;L9971;1939;1941;x
6 ホメンコ;9972;SOV;1937;1942;1990;1990;2;6;9;2;0;5;0;L9972;1937;1970;x
5 ホロレンコ;9973;SOV;1930;1990;1990;1990;3;5;4;1;0;5;0;L9973;1930;1940;x
5 ホロシン;9974;SOV;1930;1930;1990;1990;2;5;32;1;0;5;0;L9974;1930;1944;x
5 ホルジェンコ;9975;SOV;1940;1944;1990;1990;3;5;4;2;0;5;0;L9975;1940;1946;x
3 ヤーコヴレフ;9976;SOV;1930;1938;1939;1990;2;3;0;2;0;5;0;L9976;1938;1970;x
6 イワン・ヤクボフスキー;9977;SOV;1945;1947;1960;1967;0;6;2;2;0;5;0;L9977;1945;1970;x
6 ヤクシェフ;9978;SOV;1942;1990;1990;1990;3;6;0;1;0;5;0;L9978;1942;1945;x
5 イオヴレフ;9979;SOV;1942;1990;1990;1990;3;5;1;1;0;5;0;L9979;1942;1946;x
4 イウチムチャク;9980;SOV;1937;1990;1990;1990;3;4;0;1;0;5;0;L9980;1937;1946;x
6 I・I・イワノフ;9981;SOV;1940;1944;1990;1990;3;6;10;2;0;5;0;L9981;1940;1970;x
5 M・M・イワノフ;9982;SOV;1940;1990;1990;1990;3;5;0;1;0;5;0;L9982;1940;1942;x
4 N・P・イワノフ;9983;SOV;1940;1990;1990;1990;3;4;256;1;0;5;0;L9983;1940;1943;x
8 V・D・イワノフ;9984;SOV;1941;1942;1945;1990;2;8;4;3;0;5;0;L9984;1941;1970;x
4 V・I・イワノフ;9985;SOV;1939;1990;1990;1990;3;4;0;1;0;5;0;L9985;1939;1941;x
5 イワニュク;9986;SOV;1944;1990;1990;1990;3;5;0;1;0;5;0;L9986;1944;1970;x
5 イヴァシェンコ;9987;SOV;1942;1946;1990;1990;3;5;4;2;0;5;0;L9987;1942;1970;x
5 ジュラヴレフ;9988;SOV;1940;1943;1990;1990;2;5;0;2;0;5;0;L9988;1940;1970;x
4 カチャロフ;9989;SOV;1930;1938;1990;1990;2;4;2;2;0;5;0;L9989;1930;1941;x
5 カチャノフ;9990;SOV;1939;1990;1990;1990;3;5;0;1;0;5;0;L9990;1939;1941;x
6 カリノフスキ;9991;SOV;1930;1930;1990;1990;2;6;8;1;0;5;0;L9991;1930;1943;x
5 カメネフ;9992;SOV;1930;1930;1990;1990;2;5;514;1;0;5;0;L9992;1930;1944;x
4 カミンスキ;9993;SOV;1930;1937;1990;1990;2;4;0;2;0;5;0;L9993;1930;1943;x
5 カムコフ;9994;SOV;1940;1944;1990;1990;2;5;0;2;0;5;0;L9994;1940;1970;x
5 アルセニー・カラミシェフ;9995;SOV;1943;1990;1990;1990;3;5;0;1;0;5;0;L9995;1943;1945;x
6 カリオフィリ;9996;SOV;1940;1944;1990;1990;2;6;64;2;0;5;0;L9996;1940;1970;x
5 カルマノフ;9997;SOV;1939;1990;1990;1990;3;5;2;1;0;5;0;L9997;1939;1941;x
4 カルペゾ;9998;SOV;1939;1990;1990;1990;2;4;1;1;0;5;0;L9998;1939;1941;x
6 カルポン;9999;SOV;1942;1944;1990;1990;2;6;4;2;0;5;0;L9999;1942;1970;x
5 カシュバ;10000;SOV;1940;1944;1990;1990;2;5;9;2;0;5;0;L10000;1940;1970;x
7 カトコフ;10001;SOV;1940;1945;1990;1990;3;7;129;2;0;5;0;L10001;1940;1970;x
6 カトゥコフ;10002;SOV;1941;1943;1945;1990;1;6;128;3;0;5;0;L10002;1941;1970;x
5 K・P・カザコフ;10003;SOV;1944;1945;1947;1990;1;5;4;3;0;5;0;L10003;1944;1970;x
8 M・I・カザコフ;10004;SOV;1930;1942;1944;1990;2;8;0;3;0;5;0;L10004;1930;1970;x
5 V・I・カザコフ;10005;SOV;1940;1942;1944;1990;2;5;0;3;0;5;0;L10005;1940;1970;x
4 カリトノフ;10006;SOV;1930;1990;1990;1990;3;4;0;1;0;5;0;L10006;1930;1944;x
6 ケタグロフ;10007;SOV;1942;1943;1990;1990;2;6;0;2;0;5;0;L10007;1942;1970;x
5 コロスティアコフ;10008;SOV;1938;1942;1990;1990;3;5;256;2;0;5;0;L10008;1938;1970;x
5 コラン;10009;SOV;1940;1990;1990;1990;3;5;0;1;0;5;0;L10009;1940;1947;x
9 クルレフ;10010;SOV;1930;1940;1943;1990;1;9;0;3;0;5;0;L10010;1930;1970;x
5 クリアシェフ;10011;SOV;1940;1990;1990;1990;3;5;0;1;0;5;0;L10011;1940;1970;x
6 キリチェンコ;10012;SOV;1940;1942;1990;1990;2;6;9;2;0;5;0;L10012;1940;1946;x
4 キリロフ;10013;SOV;1939;1990;1990;1990;3;4;32;1;0;5;0;L10013;1939;1941;x
6 キルポノス;10014;SOV;1938;1939;1940;1990;1;6;2;3;0;5;0;L10014;1938;1941;x
4 ニコライ・キセレフ;10015;SOV;1938;1990;1990;1990;3;4;0;1;0;0;0;L10015;1938;1970;x
4 クリモフスキー;10016;SOV;1930;1990;1990;1990;3;4;0;1;0;5;0;L10016;1930;1944;x
4 クリュチコ;10017;SOV;1930;1930;1940;1990;1;4;2;2;0;4;0;L10017;1930;1942;x
5 クニガ;10018;SOV;1943;1990;1990;1990;3;5;4;1;0;4;0;L10018;1943;1970;x
5 コルチク;10019;SOV;1930;1930;1990;1990;2;5;0;1;0;5;0;L10019;1930;1943;x
5 コロボフ;10020;SOV;1942;1990;1990;1990;3;5;2;1;0;5;0;L10020;1942;1970;x
5 コロミイェツ;10021;SOV;1940;1943;1990;1990;2;5;0;2;0;5;0;L10021;1940;1970;x
8 コルパクチ;10022;SOV;1930;1940;1941;1990;1;8;12;3;0;5;0;L10022;1930;1970;x
6 コマロフスキー;10023;SOV;1941;1946;1990;1990;3;6;32;2;0;5;0;L10023;1941;1970;x
6 コンドラチェフ;10024;SOV;1938;1942;1946;1990;2;6;4;3;0;5;0;L10024;1938;1970;x
4 コンドルセフ;10025;SOV;1930;1990;1990;1990;3;4;0;1;0;5;0;L10025;1930;1941;x
9 コネフ;10026;SOV;1930;1940;1941;1944;1;9;132;5;0;5;0;L10026;1930;1970;x
6 コノヴォフ;10027;SOV;1942;1945;1990;1990;2;6;128;2;0;5;0;L10027;1942;1970;x
5 コペック;10028;SOV;1930;1990;1990;1990;3;5;8;1;0;4;0;L10028;1930;1943;x
6 コプツォフ;10029;SOV;1941;1990;1990;1990;3;6;128;1;0;5;0;L10029;1941;1943;x
4 コルチャギン;10030;SOV;1942;1990;1990;1990;3;4;128;1;0;5;0;L10030;1942;1970;x
7 コルク;10031;SOV;1930;1930;1930;1990;1;7;528;1;0;3;0;L10031;1930;1943;x
5 コロステレフ;10032;SOV;1944;1946;1990;1990;2;5;256;2;0;5;0;L10032;1944;1970;x
6 コロテーエフ;10033;SOV;1940;1943;1944;1990;2;6;0;3;0;5;0;L10033;1940;1970;x
5 コロシン;10034;SOV;1930;1930;1990;1990;2;5;0;1;0;5;0;L10034;1930;1942;x
5 コロヴニコフ;10035;SOV;1941;1942;1945;1990;2;5;16;3;0;5;0;L10035;1941;1970;x
6 コルシロフ;10036;SOV;1939;1943;1990;1990;2;6;64;2;0;5;0;L10036;1939;1970;x
4 コロブコフ;10037;SOV;1939;1990;1990;1990;3;4;0;1;0;5;0;L10037;1939;1941;x
5 コルズン;10038;SOV;1940;1942;1990;1990;3;5;0;2;0;5;0;L10038;1940;1943;x
7 コシェヴォイ;10039;SOV;1942;1944;1946;1990;2;7;0;3;0;5;0;L10039;1942;1970;x
4 コステンコ;10040;SOV;1939;1940;1990;1990;2;4;0;2;0;5;0;L10040;1939;1942;x
4 コトリャロフ;10041;SOV;1939;1990;1990;1990;3;4;128;1;0;5;0;L10041;1939;1941;x
5 コトフスキ;10042;SOV;1930;1930;1990;1990;2;5;128;1;0;5;0;L10042;1930;1943;x
6 コズロフ;10043;SOV;1938;1942;1990;1990;2;6;8;2;0;5;0;L10043;1938;1946;x
5 コズコフ;10044;SOV;1944;1947;1990;1990;2;5;8;2;0;5;0;L10044;1944;1970;x
6 クラスノペヴツェフ;10045;SOV;1939;1941;1942;1990;2;6;66;3;0;5;0;L10045;1939;1970;x
7 クラヴチェンコ;10046;SOV;1942;1943;1944;1990;2;7;128;3;0;5;0;L10046;1942;1970;x
6 クラフツォフ;10047;SOV;1942;1945;1990;1990;3;6;4;2;0;5;0;L10047;1942;1970;x
7 クライザー;10048;SOV;1941;1943;1945;1990;2;7;0;3;0;5;0;L10048;1941;1970;x
6 クリウチェンキン;10049;SOV;1940;1942;1990;1990;2;6;8;2;0;5;0;L10049;1940;1970;x
