MODEL_ARG_21_0;リバダビア級;Rivadavia-class;;;;;;;;;X
MODEL_ARG_22_1;ラ・アーヘンティーナ級;La Argentina-class;;;;;;;;;X
MODEL_ARG_23_0;ヴェインティシンコ・デ・マージョ級;Veinticinco de Mayo-class;;;;;;;;;X
MODEL_ARG_25_0;チュルカ級;Churucca-class;;;;;;;;;X
MODEL_ARG_25_1;ブエノスアイレス級;Buenos Aires-class;;;;;;;;;X
MODEL_ARG_28_0;サンタフェ級;Santa Fe-class;;;;;;;;;X
MODEL_AST_4_0;カーデンロイド M1933;Carden-Loyd M1933;;;;;;;;;X
MODEL_AST_4_1;ヴィッカース Mk.VIc;Vickers Mk.VIc;;;;;;;;;X
MODEL_AST_4_2;スチュアート Mk.V;Stuart Mk.V;;;;;;;;;X
MODEL_AST_5_0;ホイペット;Whippet;;;;;;;;;X
MODEL_AST_5_1;巡航戦車 Mk.I A9;Cruiser Tank Mk.I A9;;;;;;;;;X
MODEL_AST_5_2;AC1 センチネル;AC1 Sentinel;;;;;;;;;X
MODEL_AST_5_3;AC4 センチネル;AC4 Sentinel;;;;;;;;;X
MODEL_AST_5_4;A34 コメット;A34 Comet;;;;;;;;;X
MODEL_AST_5_5;センチュリオン Mk.I;Centurion Mk.I;;;;;;;;;X
MODEL_AST_5_6;センチュリオン Mk.III;Centurion Mk.III;;;;;;;;;X
MODEL_AST_5_7;センチュリオン Mk.V;Centurion Mk.V;;;;;;;;;X
MODEL_AST_12_0;カーチス・キティホーク;Curtiss Kittyhawk;;;;;;;;;X
MODEL_AST_12_1;スーパーマリン・スピットファイア Mk.IX;Supermarine Spitfire Mk.IX;;;;;;;;;X
MODEL_AST_12_2;CAC CA-15 カンガルー;CAC CA-15 Kangaroo;;;;;;;;;X
MODEL_AST_12_3;グロスター・ミーティア Mk.III;Gloster Meteor Mk.III;;;;;;;;;X
MODEL_AST_12_4;グロスター・ミーティア F.8;Gloster Meteor F.8;;;;;;;;;X
MODEL_AST_13_0;ホーカー・デーモン;Hawker Demon;;;;;;;;;X
MODEL_AST_13_1;ホーカー・ハリケーン Mk.I;Hawker Hurricane Mk.I;;;;;;;;;X
MODEL_AST_13_2;ホーカー・ハリケーン Mk.II;Hawker Hurricane Mk.II;;;;;;;;;X
MODEL_AST_13_3;CAC CA-12 ブーメラン;CAC CA-12 Boomerang;;;;;;;;;X
MODEL_AST_13_4;CAC CA-19 ブーメラン;CAC CA-19 Boomerang;;;;;;;;;X
MODEL_AST_13_5;ホーカー P.1052;Hawker P.1052;;;;;;;;;X
MODEL_AST_13_6;SARO SR.177;SARO SR.177;;;;;;;;;X
MODEL_AST_13_7;グロスター・ミーティア Mk.I;Gloster Meteor Mk.I;;;;;;;;;X
MODEL_AST_13_8;コモンウェルス・サーブル;Commonwealth Sabre;;;;;;;;;X
MODEL_AST_13_9;ダッソー・ミラージュ III;Dassault Mirage III;;;;;;;;;X
MODEL_AST_14_0;アームストロング・ホイットワース・ホイットレー;Armstrong-Whitworth Whitley;;;;;;;;;X
MODEL_AST_14_1;コンソリデーテッド B-24 リベレーター;Consolidated B-24 Liberator;;;;;;;;;X
MODEL_AST_14_2;アブロ・ランカスター;Avro Lancaster;;;;;;;;;X
MODEL_AST_14_3;ヴィッカース・ヴァリアント;Vickers Valiant;;;;;;;;;X
MODEL_AST_15_0;ブリストル・ブレニム Mk.I;Bristol Beaufort;;;;;;;;;X
MODEL_AST_15_1;ハンドレページ・ハンプデン;Handley Page Hampden;;;;;;;;;X
MODEL_AST_15_2;ヴッカース・ウェリントン Mk.III;Vickers-Armstrong Wellington Mk.III;;;;;;;;;X
MODEL_AST_15_3;ノースアメリカン・ミッチェル Mk.II;N.American Mitchell Mk.II;;;;;;;;;X
MODEL_AST_15_4;デハビランド・モスキート B.XVI;de Havilland Mosquito B.XVI;;;;;;;;;X
MODEL_AST_15_5;デハビランド・ヴェノム;de Havilland Venom;;;;;;;;;X
MODEL_AST_15_6;イングリッシュ・エレクトリック・キャンベラ;English Electric Canberra;;;;;;;;;X
MODEL_AST_16_0;ロッキード・ハドソン;Lockheed Hudson;;;;;;;;;X
MODEL_AST_16_1;ロッキード・ヴェンチュラ;Lockheed Ventura;;;;;;;;;X
MODEL_AST_16_2;CAC CA-11 ウーメラ;CAC CA-11 Woomera;;;;;;;;;X
MODEL_AST_16_4;ロッキード P2V ネプチューン;Lockheed P2V Neptune;;;;;;;;;X
MODEL_AST_17_0;CAC CA-10 ワイラウェイ;CAC CA-10 Wirraway;;;;;;;;;X
MODEL_AST_17_1;ヴァルティー・ヴェンジャンス;Vultee Vengeance;;;;;;;;;X
MODEL_AST_17_2;ブリストル・ボーファイター;Bristol Beaufighter;;;;;;;;;X
MODEL_AST_18_0;アームストロング・ホイットワース・アルベマール;Armstrong-Whitworth AW.41 Albermarle;;;;;;;;;X
MODEL_AST_18_1;ダグラス・ダコタ;Douglas Dakota;;;;;;;;;X
MODEL_AST_18_2;アブロ・ヨーク;Avro 685 York;;;;;;;;;X
MODEL_AST_22_0;カレドン級;Caledon-class;;;;;;;;;X
MODEL_AST_22_1;エメラルド級;Emerald-class;;;;;;;;;X
MODEL_AST_22_2;アンフィオン級;Amphion-class;;;;;;;;;X
MODEL_AST_22_3;サザンプトン級;Southampton-class;;;;;;;;;X
MODEL_AST_22_4;スイフトシュア級;Swiftsure-class;;;;;;;;;X
MODEL_AST_23_1;オーストラリア級;Australia-class;;;;;;;;;X
MODEL_AST_23_2;サリー級;Surrey-class;;;;;;;;;X
MODEL_AST_25_0;V級;V-class;;;;;;;;;X
MODEL_AST_25_1;A級;A-class;;;;;;;;;X
MODEL_AST_25_2;アルンタ級;Arunta-class;;;;;;;;;X
MODEL_AST_25_3;N級;Napier-class;;;;;;;;;X	#Jul, 1939
MODEL_AST_25_4;Q級;Quadrant-class;;;;;;;;;X	#Oct, 1945
MODEL_AST_25_5;アンザック級;Battle-class;;;;;;;;;X	#Sep, 1946
MODEL_AST_25_6;ヴォイジャー級;Voyager-class;;;;;;;;;X
MODEL_AST_25_8;パース級;Vampire-class;;;;;;;;;X
MODEL_AST_26_0;ハーミーズ級;Hermes-class;;;;;;;;;X
MODEL_AST_26_1;カレイジャス級;Courageous-class;;;;;;;;;X
MODEL_AST_26_2;アーク・ロイヤル級;Ark Royal-class;;;;;;;;;X
MODEL_AST_26_3;イラストリアス級;Illustrious-class;;;;;;;;;X
MODEL_AST_26_4;ヴェンジャンス級;Vengeance-class;;;;;;;;;X
MODEL_AST_26_5;メルボルン級;Melbourne-class;;;;;;;;;X
MODEL_AST_27_0;ハーミーズ級;Hermes-class;;;;;;;;;X
MODEL_AST_27_1;イーグル級;Eagle-class;;;;;;;;;X
MODEL_AST_27_2;ユニコーン級;Unicorn-class;;;;;;;;;X
MODEL_AST_27_3;メルボルン級;Melbourne-class;;;;;;;;;X
MODEL_AST_27_4;セントー級;Centaur-class;;;;;;;;;X
MODEL_AST_27_5;インヴィンシブル級;Invincible-class;;;;;;;;;X
MODEL_AST_28_0;H級;H-boat-class;;;;;;;;;X
MODEL_AST_28_1;ソードフィッシュ級;Swordfish-class;;;;;;;;;X
MODEL_AST_28_2;トライトン級;Triton-class;;;;;;;;;X
MODEL_AST_28_3;A級;A-boat-class;;;;;;;;;X
MODEL_AST_28_5;オックスレイ級;Oxley-class;;;;;;;;;X
MODEL_AUS_4_0;CV-35;CV-35;;;;;;;;;X
MODEL_AUS_4_1;LT vz 35;LT vz. 35;;;;;;;;;X
MODEL_AUS_4_2;ランツヴェルク L-60;Landsverk L-60;;;;;;;;;X
MODEL_AUS_5_0;A7V 突撃戦車;Sturmpanzerwagen A7V;;;;;;;;;X
MODEL_AUS_5_1;ランツヴェルク L-61;Landsverk L-61;;;;;;;;;X
MODEL_AUS_5_2;シュコダ SP-III;Skoda SP-III;;;;;;;;;X
MODEL_AUS_5_3;IV号戦車;PzKpfw.IV;;;;;;;;;X
MODEL_AUS_5_4;V号戦車 パンター;PzKpfw.V Panther;;;;;;;;;X
MODEL_AUS_5_5;V号戦車F型 パンター;PzKpfw.VF Panther II;;;;;;;;;X
MODEL_AUS_5_6;E-50 中戦車;E-50 Standardpanzer;;;;;;;;;X
MODEL_AUS_5_7;SK105キュラシェーア;SK105 Kurussier;;;;;;;;;X
MODEL_AUS_13_0;フィアット CR.32 フレッチア;Fiat CR.32 Freccia;;;;;;;;;X
MODEL_AUS_15_0;ユンカース Ju 86;Junkers Ju-86;;;;;;;;;X
MODEL_AUS_16_0;カプロニ Ca.111;Caproni Ca.111;;;;;;;;;X
MODEL_AUS_17_0;ブレダ Ba.28;Breda Ba.28;;;;;;;;;X
MODEL_AUS_18_0;カプロニ Ca.133;Caproni Ca.133;;;;;;;;;X
MODEL_BEL_4_0;カーデンロイド M1933;Carden-Loyd M1933;;;;;;;;;X
MODEL_BEL_4_1;T-13;T-13;;;;;;;;;X
MODEL_BEL_4_2;ACG-1;ACG-1;;;;;;;;;X
MODEL_BEL_5_0;ルノー FT-17;Renault FT-17;;;;;;;;;X
MODEL_BEL_5_1;ルノー R-35;Renault R35;;;;;;;;;X
MODEL_BEL_5_2;Mk.VI A15 クルセイダー;Mk.VI A15 Crusader;;;;;;;;;X
MODEL_BEL_5_3;M4A1 シャーマン;M4A1 Sherman;;;;;;;;;X
MODEL_BEL_5_4;M4/E8 シャーマン;M4/E8 Sherman;;;;;;;;;X
MODEL_BEL_5_5;M26 パーシング;M26 Pershing;;;;;;;;;X
MODEL_BEL_13_0;SABCA フォックス VI;SABCA Fox VI;;;;;;;;;X
MODEL_BEL_13_1;ルナール R-36;Renard R.36;;;;;;;;;X
MODEL_BEL_13_2;ルナール R-40;Renard R-40;;;;;;;;;X
MODEL_BEL_16_0;SABCA S.47;SABCA S.47;;;;;;;;;X
MODEL_BEL_17_0;SABCA バトル;SABCA Battle;;;;;;;;;X
MODEL_BOL_4_0;CV-33;CV-33;;;;;;;;;X
MODEL_BOL_4_1;M2A4;M2A4;;;;;;;;;X
MODEL_BOL_4_2;M5 スチュアート;M5 Stuart;;;;;;;;;X
MODEL_BOL_5_0;ルノー FT-17;Renault FT-17;;;;;;;;;X
MODEL_BOL_5_1;ヴィッカース Mk.E;Vickers Mk.E;;;;;;;;;X
MODEL_BOL_5_2;M3 リー;M3 Lee;;;;;;;;;X
MODEL_BOL_5_3;M4A1 シャーマン;M4A1 Sherman;;;;;;;;;X
MODEL_BOL_5_4;M4/E8 シャーマン;M4/E8 Sherman;;;;;;;;;X
MODEL_BOL_5_5;M26 パーシング;M26 Pershing;;;;;;;;;X
MODEL_BOL_13_0;カーチス・ホーク II;Curtiss Hawk II;;;;;;;;;X
MODEL_BOL_15_0;ユンカース Ju 86;Junkers Ju-86;;;;;;;;;X
MODEL_BRA_4_0;CV-33;CV-33;;;;;;;;;X
MODEL_BRA_4_1;M2A4;M2A4;;;;;;;;;X
MODEL_BRA_4_2;M5 スチュアート;M5 Stuart;;;;;;;;;X
MODEL_BRA_5_0;ルノー FT-17;Renault FT-17;;;;;;;;;X
MODEL_BRA_5_1;ヴィッカース Mk.E;Vickers Mk.E;;;;;;;;;X
MODEL_BRA_5_2;M3 リー;M3 Lee;;;;;;;;;X
MODEL_BRA_5_3;M4A1 シャーマン;M4A1 Sherman;;;;;;;;;X
MODEL_BRA_5_4;M4/E8 シャーマン;M4/E8 Sherman;;;;;;;;;X
MODEL_BRA_5_5;M26 パーシング;M26 Pershing;;;;;;;;;X
MODEL_BRA_12_0;カーチス・キティホーク;Curtiss Kittyhawk;;;;;;;;;X
MODEL_BRA_12_1;リパブリック P-47D サンダーボルト;Republic P-47D Thunderbolt;;;;;;;;;X
MODEL_BRA_13_0;ボーイング P-12;Boeing P-12;;;;;;;;;X
MODEL_BRA_13_1;カーチス P-36;Curtiss P-36;;;;;;;;;X
MODEL_BRA_13_2;カーチス・トマホーク;Curtiss Tomhawk;;;;;;;;;X
MODEL_BRA_15_0;ダグラス B-18A ボロ;Boeing B-18A Bolo;;;;;;;;;X
MODEL_BRA_15_3;ノースアメリカン B-25D ミッチェル;Boeing B-25D Mitchell;;;;;;;;;X
MODEL_BRA_15_4;ノースアメリカン B-25J ミッチェル;Boeing B-25J Mitchell;;;;;;;;;X
MODEL_BRA_16_0;ロッキード・ハドソン;Lockheed Hudson;;;;;;;;;X
MODEL_BRA_16_1;ロッキード・ヴェンチュラ;Lockheed Ventura;;;;;;;;;X
MODEL_BRA_16_2;ロッキード・ハープーン;Lockheed Harpoon;;;;;;;;;X
MODEL_BRA_18_1;ダグラス C-47 スカイトレイン;Douglas C-47 Skytrain;;;;;;;;;X
MODEL_BRA_21_0;ミナス・ジェライス級;Minas Gerais-class;;;;;;;;;X
MODEL_BRA_22_0;バイア級;Bahia-class;;;;;;;;;X
MODEL_BRA_25_0;マラニャン級;Maranhao-class;;;;;;;;;X
MODEL_BRA_25_1;マルチリオ・ディアス級;Marcilio Dias-class;;;;;;;;;X
MODEL_BRA_28_0;ウマイタ級;Humaita-class;;;;;;;;;X
MODEL_BUL_4_0;CV-33;CV-33;;;;;;;;;X
MODEL_BUL_4_1;シュコダ Lt-35;Skoda Lt-35;;;;;;;;;X
MODEL_BUL_4_2;プラガ Lt-38;Praga Lt-38;;;;;;;;;X
MODEL_BUL_5_0;ルノー FT-17;Renault FT-17;;;;;;;;;X
MODEL_BUL_5_1;ヴィッカース Mk.II;Vickers Mk.II;;;;;;;;;X
MODEL_BUL_5_2;マイバッハ T-III;Maybach T-III;;;;;;;;;X
MODEL_BUL_5_3;マイバッハ T-IV;Maybach T-IV;;;;;;;;;X
MODEL_BUL_5_4;マイバッハ T-V;Maybach T-V;;;;;;;;;X
MODEL_BUL_12_0;アビア B-534 ドガン;Avia B-534 Dogan;;;;;;;;;X
MODEL_BUL_12_1;メッサーシュミット Bf 109G;Messerschmitt Bf-109G;;;;;;;;;X
MODEL_BUL_13_0;ハインケル He 51 ソコル;Heinkel He 51 Sokol;;;;;;;;;X
MODEL_BUL_13_1;PZL P.24 ヴァストレフ;PZL P.24 Yastreb;;;;;;;;;X
MODEL_BUL_13_2;メッサーシュミット Bf 109E ストレラ;Messerschmitt Bf-109E Strela;;;;;;;;;X
MODEL_BUL_13_3;アビア B-135 リャストビカ;Avia B.135 Lyastovica ;;;;;;;;;X
MODEL_BUL_13_4;ラザロフ Laz-14;Lazarov Laz-14;;;;;;;;;X
MODEL_BUL_14_0;アエロ MB.200 En-4 ブハル;Aero MB.200 En-4 Buhal;;;;;;;;;X
MODEL_BUL_15_0;ドルニエ Do 11 プリレプ;Dornier Do-11 Prilep;;;;;;;;;X
MODEL_BUL_15_1;ドルニエ Do 17 ウラガン;Dornier Do-17 Uragan;;;;;;;;;X
MODEL_BUL_15_2;DAR DAR-10 ベカス;DAR DAR-10 Bekas;;;;;;;;;X
MODEL_BUL_15_3;ペトリャコフ Pe-2;Petljakov Pe-2;;;;;;;;;X
MODEL_BUL_16_0;アラド Ar 196A アクラ;Arado Ar-196A Akula;;;;;;;;;X
MODEL_BUL_17_0;ブルガラ KB-6 パパガル;Bulgara KB-6 Papagal;;;;;;;;;X
MODEL_BUL_17_1;DAR-10 ベカス;DAR-10 Bekas;;;;;;;;;X
MODEL_BUL_18_0;ユンカース Ju 52/3m ソワ;Junkers Ju-52/3m Sova;;;;;;;;;X
MODEL_CAN_4_0;カーデンロイド Mk.VI;Carden-Loyd Mk.VI;;;;;;;;;X
MODEL_CAN_4_1;ヴィッカース Mk.VIc;Vickers Mk.VIc;;;;;;;;;X
MODEL_CAN_4_2;スチュアート Mk.V;Stuart Mk.V;;;;;;;;;X
MODEL_CAN_5_0;ホイペット;Whippet;;;;;;;;;X
MODEL_CAN_5_1;巡航戦車 Mk.I A9;Cruiser Tank Mk.I A9;;;;;;;;;X
MODEL_CAN_5_2;ラム I;Ram I;;;;;;;;;X
MODEL_CAN_5_3;グリズリー I;Grizzly I;;;;;;;;;X
MODEL_CAN_5_4;A34 コメット;A34 Comet;;;;;;;;;X
MODEL_CAN_5_5;M26 パーシング;M26 Pershing;;;;;;;;;X
MODEL_CAN_5_6;センチュリオン Mk.3;Centurion Mk.3;;;;;;;;;X
MODEL_CAN_5_7;レオパルド 1;Leopard 1;;;;;;;;;X
MODEL_CAN_12_0;カーチス・キティホーク;Curtiss Kittyhawk;;;;;;;;;X
MODEL_CAN_12_1;スーパーマリン・スピットファイア Mk.IX;Supermarine Spitfire Mk.IX;;;;;;;;;X
MODEL_CAN_12_2;ノースアメリカン マスタング Mk.IV;N.American Mustang Mk.IV;;;;;;;;;X
MODEL_CAN_12_3;グロスター・ミーティア Mk.III;Gloster Meteor Mk.III;;;;;;;;;X
MODEL_CAN_12_4;デハビランド・バンパイア;de Havilland Vampire;;;;;;;;;X
MODEL_CAN_12_5;アブロ・カナダ CF-100 カナック;Avro CF-100 Canuck;;;;;;;;;X
MODEL_CAN_13_0;グラマン G-23 ゴブリン;Grumman C-23 Goblin;;;;;;;;;X
MODEL_CAN_13_1;ホーカー・ハリケーン Mk.I;Hawker Hurricane Mk.I;;;;;;;;;X
MODEL_CAN_13_2;グラマン F4F マートレット;Grumman F4F Martlet;;;;;;;;;X
MODEL_CAN_13_3;ホーカー・タイフーン;Hawker Typhoon;;;;;;;;;X
MODEL_CAN_13_4;ホーカー・テンペスト;Hawker Tempest;;;;;;;;;X
MODEL_CAN_13_5;ホーカー P.1052;Hawker P.1052;;;;;;;;;X
MODEL_CAN_13_6;SARO SR.177;SARO SR.177;;;;;;;;;X
MODEL_CAN_13_7;グロスター・ミーティア Mk.I;Gloster Meteor Mk.I;;;;;;;;;X
MODEL_CAN_13_8;カナディア CL-13 セイバー;Canadair CL-13 Sabre;;;;;;;;;X
MODEL_CAN_13_9;アブロ カナダ CF-105 アロー;Avro Canada CF-105 Arrow;;;;;;;;;X
MODEL_CAN_14_0;アームストロング・ホイットワース・ホイットレー;Armstrong-Whitworth Whitley;;;;;;;;;X
MODEL_CAN_14_1;ハンドレページ・ハリファックス;Handley Page Halifax;;;;;;;;;X
MODEL_CAN_14_2;アブロ・ランカスター;Avro Lancaster;;;;;;;;;X
MODEL_CAN_14_3;ヴィッカース・ヴァリアント;Vickers Valiant;;;;;;;;;X
MODEL_CAN_15_0;ダグラス B-18 ディグビー;Douglas B-18 Digby;;;;;;;;;X
MODEL_CAN_15_1;ブリストル・ブレニム Mk.IV;Bristol Blenheim Mk.IV;;;;;;;;;X
MODEL_CAN_15_2;ヴッカース ウェリントン Mk.III;Vickers-Armstrong Wellington Mk.III;;;;;;;;;X
MODEL_CAN_15_3;ノースアメリカン・ミッチェル Mk.II;N.American Mitchell Mk.II;;;;;;;;;X
MODEL_CAN_15_4;デハビランド・モスキート B.XVI;de Havilland Mosquito B.XVI;;;;;;;;;X
MODEL_CAN_15_5;デハビランド・ヴェノム;de Havilland Venom;;;;;;;;;X
MODEL_CAN_15_6;イングリッシュ・エレクトリック・キャンベラ;English Electric Canberra;;;;;;;;;X
MODEL_CAN_16_0;ロッキード・ハドソン;Lockheed Hudson;;;;;;;;;X
MODEL_CAN_16_1;ロッキード・ヴェンチュラ;Lockheed Ventura;;;;;;;;;X
MODEL_CAN_16_2;ロッキード・ハープーン;Lockheed Harpoon;;;;;;;;;X
MODEL_CAN_16_4;ロッキード CP-127 ネプチューン;Lockheed CP-127 Neptune;;;;;;;;;X
MODEL_CAN_17_0;フェアリー・バトル;Fairey Battle;;;;;;;;;X
MODEL_CAN_17_1;ヴァルティー・ヴェンジャンス;Vultee Vengeance;;;;;;;;;X
MODEL_CAN_17_2;ブリストル・ボーファイター I;Bristol Beaufighter I;;;;;;;;;X
MODEL_CAN_18_0;アームストロング・ホイットワース・アルベマール;Armstrong-Whitworth AW.41 Albermarle;;;;;;;;;X
MODEL_CAN_18_1;ダグラス CC-129 ダコタ;Douglas CC-129 Dakota;;;;;;;;;X
MODEL_CAN_18_2;ダグラス・ノーススター;Douglas North Star;;;;;;;;;X
MODEL_CAN_22_0;カレドン級;Caledon-class;;;;;;;;;X
MODEL_CAN_22_1;エメラルド級;Emerald-class;;;;;;;;;X
MODEL_CAN_22_2;リアンダー級;Leander-class;;;;;;;;;X
MODEL_CAN_22_3;ケベック級;Quebec-class;;;;;;;;;X
MODEL_CAN_22_4;オンタリオ級;Ontario-class;;;;;;;;;X
MODEL_CAN_23_1;ケント級;Kent-class;;;;;;;;;X
MODEL_CAN_23_2;サリー級;Surrey-class;;;;;;;;;X
MODEL_CAN_25_0;V級;V-class;;;;;;;;;X
MODEL_CAN_25_1;A級;A-class;;;;;;;;;X
MODEL_CAN_25_2;アサバスカン級;Athabaskan-class;;;;;;;;;X
MODEL_CAN_25_3;バトル級;Battle-class;;;;;;;;;X
MODEL_CAN_25_4;デアリング級;Daring-class;;;;;;;;;X
MODEL_CAN_25_5;サン・ローラン級;St Laurent-class;;;;;;;;;X
MODEL_CAN_26_0;ハーミーズ級;Hermes-class;;;;;;;;;X
MODEL_CAN_26_1;ボナヴェンチャー級;Bonaventure-class;;;;;;;;;X
MODEL_CAN_27_0;ハーミーズ級;Hermes-class;;;;;;;;;X
MODEL_CAN_27_1;イーグル級;Eagle-class;;;;;;;;;X
MODEL_CAN_27_2;ユニコーン級;Unicorn-class;;;;;;;;;X
MODEL_CAN_27_3;コロッサス級;Colossus-class;;;;;;;;;X
MODEL_CAN_27_4;セントー級;Centaur-class;;;;;;;;;X
MODEL_CAN_27_5;インヴィンシブル級;Invincible-class;;;;;;;;;X
MODEL_CAN_28_0;H級;H-boat-class;;;;;;;;;X
MODEL_CAN_28_1;ソードフィッシュ級;Swordfish-class;;;;;;;;;X
MODEL_CAN_28_2;トライトン級;Triton-class;;;;;;;;;X
MODEL_CAN_28_3;グリルス級;Grilse-class;;;;;;;;;X
MODEL_CAN_28_5;オジブワ級;Ojibwa-class;;;;;;;;;X
MODEL_CHI_4_0;CV-33;CV-33;;;;;;;;;X
MODEL_CHI_4_1;I号戦車;PzKpfw.I;;;;;;;;;X
MODEL_CHI_4_2;M5 スチュアート;M5 Stuart;;;;;;;;;X
MODEL_CHI_5_0;ルノー FT-17;Renault FT-17;;;;;;;;;X
MODEL_CHI_5_1;ヴィッカース Mk.E;Vickers Mk.E;;;;;;;;;X
MODEL_CHI_5_2;M3 リー;M3 Lee;;;;;;;;;X
MODEL_CHI_5_3;M4A1 シャーマン;M4A1 Sherman;;;;;;;;;X
MODEL_CHI_5_4;M4/E8 シャーマン;M4/E8 Sherman;;;;;;;;;X
MODEL_CHI_5_5;M26 パーシング;M26 Pershing;;;;;;;;;X
MODEL_CHI_12_0;カーチス・キティホーク;Curtiss Kittyhawk;;;;;;;;;X
MODEL_CHI_12_1;リパブリック P-47D サンダーボルト;Republic P-47D Thunderbolt;;;;;;;;;X
MODEL_CHI_12_2;ノースアメリカン P-51D マスタング;N.American P-51D Mustang;;;;;;;;;X
MODEL_CHI_12_4;ノースアメリカン F-86F セイバー;North American F-86F Sabre;;;;;;;;;X
MODEL_CHI_12_5;ノースアメリカン F-100 スーパーセイバー;NA F-100 Super Sabre;;;;;;;;;X
MODEL_CHI_13_0;カーチス・ホーク III;Curtiss Hawk III;;;;;;;;;X
MODEL_CHI_13_1;カーチス・ホーク 75-A;Curtiss Hawk 75-A;;;;;;;;;X
MODEL_CHI_13_2;カーチス・トマホーク;Curtiss Tomahawk;;;;;;;;;X
MODEL_CHI_13_3;ノースアメリカン P-51B マスタング;N.American P-51B Mustang;;;;;;;;;X
MODEL_CHI_13_8;ノースアメリカン F-86 セイバー;N.American F-86 Sabre;;;;;;;;;X
MODEL_CHI_13_9;ノースアメリカン F-100 スーパーセイバー;N.American F-100 Super Sabre;;;;;;;;;X
MODEL_CHI_14_1;コンソリデーテッド B-24 リベレーター;Consolidated B-24 Liberator;;;;;;;;;X
MODEL_CHI_15_0;ツポレフ SB-2;Tupolev SB-2;;;;;;;;;X
MODEL_CHI_15_1;フィアット BR.20;Fiat BR.20 Cicogna;;;;;;;;;X
MODEL_CHI_15_2;ダグラス A-20 ボストン;Douglas A-20 Boston;;;;;;;;;X
MODEL_CHI_15_3;ノースアメリカン B-25C ミッチェル;N.American B-25C Mitchell;;;;;;;;;X
MODEL_CHI_15_4;デハビランド・モスキート FB Mk.VI;de Havilland Mosquito FB Mk.VI;;;;;;;;;X
MODEL_CHI_16_0;ロッキード・ハドソン;Lockheed Hudson;;;;;;;;;X
MODEL_CHI_17_0;ヴァルティー V-12;Vultee V-12;;;;;;;;;X
MODEL_CHI_18_0;ダグラス C-32;Douglas C-32;;;;;;;;;X
MODEL_CHI_18_1;ダグラス C-47;Douglas C-47 Dakota;;;;;;;;;X
MODEL_CHI_18_3;フェアチャイルド C-119G フライング・ボックスカー;Fairchild C-119G Flying Boxcar;;;;;;;;;X
MODEL_CHI_22_0;応瑞級;Ying Swei-class;;;;;;;;;X
MODEL_CHI_22_1;寧海級;Ning Hai-class;;;;;;;;;X
