SNAME_ARMOR;戦車;Arm;;;;;;;;;X
SNAME_PARATROOPER;空挺;Par;;;;;;;;;X
SNAME_MARINE;海兵;Mar;;;;;;;;;X
SNAME_BERGSJAEGER;山岳;Mtn;;;;;;;;;X
SNAME_GARRISON;守備隊;Gar;;;;;;;;;X
SNAME_HQ;司令部;HQ;;;;;;;;;X
SNAME_INTERCEPTOR;迎撃機;Int F;;;;;;;;;X
SNAME_MULTI_ROLE;戦闘機;Ftr;;;;;;;;;X
SNAME_ESCORT;護衛戦;Esc F;;;;;;;;;X
SNAME_STRATEGIC_BOMBER;戦略爆;Str;;;;;;;;;X
SNAME_TACTICAL_BOMBER;戦術爆;Tac;;;;;;;;;X
SNAME_NAVAL_BOMBER;対艦攻;Nav;;;;;;;;;X
SNAME_TRANSPORT_PLANE;輸送機;Tra;;;;;;;;;X
SNAME_BATTLESHIP;戦艦;BB;;;;;;;;;X
SNAME_CRUISER;重巡;CA;;;;;;;;;X
SNAME_LIGHT_CRUISER;軽巡;CL;;;;;;;;;X
SNAME_HEAVY_CRUISER;重巡;CA;;;;;;;;;X
SNAME_BATTLECRUISER;巡戦;BC;;;;;;;;;X
SNAME_DESTROYER;駆逐;DD;;;;;;;;;X
SNAME_CARRIER;空母;CV;;;;;;;;;X
SNAME_SUBMARINE;潜水;SS;;;;;;;;;X
SNAME_TRANSPORT;輸送;TP;;;;;;;;;X
SNAME_FLYING_BOMB;V1;V1;;;;;;;;;X
SNAME_FLYING_ROCKET;V2;V2;;;;;;;;;X
SNAME_MILITIA;民兵;Mil;;;;;;;;;X
SDESC_INFANTRY;歩兵師団;Infantry Division;;;;;;;;;X
SDESC_CAVALRY;騎兵師団;Cavalry Division;;;;;;;;;X
SDESC_MOTORIZED;自動車化歩兵師団;Motorized Infantry Division;;;;;;;;;X
SDESC_MECHANIZED;機械化歩兵師団;Mechanized Infantry Division;;;;;;;;;X
SDESC_LIGHT_ARMOR;軽戦車師団;Light Armored Division;;;;;;;;;X
SDESC_ARMOR;戦車師団;Armored Division;;;;;;;;;X
SDESC_PARATROOPER;空挺師団;Paratroop Division;;;;;;;;;X
SDESC_MARINE;海兵師団;Marine Division;;;;;;;;;X
SDESC_BERGSJAEGER;山岳師団;Mountain Division;;;;;;;;;X
SDESC_GARRISON;守備師団;Garrison Division;;;;;;;;;X
SDESC_HQ;司令部師団;HQ Division;;;;;;;;;X
SDESC_CAS;近接航空支援師団;CAS Division;;;;;;;;;X
SDESC_INTERCEPTOR;迎撃航空団;Interceptor Wing;;;;;;;;;X
SDESC_MULTI_ROLE;戦闘航空団;Fighter Wing;;;;;;;;;X
SDESC_ESCORT;護衛戦闘航空団;Escort Fighter Wing;;;;;;;;;X
SDESC_STRATEGIC_BOMBER;戦略爆撃航空団;Strategic Bombing Wing;;;;;;;;;X
SDESC_TACTICAL_BOMBER;戦術爆撃航空団;Tactical Bombing Wing;;;;;;;;;X
SDESC_TRANSPORT_PLANE;輸送航空団;Transport Wing;;;;;;;;;X
SDESC_NAVAL_BOMBER;海軍爆撃航空団;Naval Bomber Wing;;;;;;;;;X
SDESC_BATTLESHIP;戦艦;Battleship;;;;;;;;;X
SDESC_CRUISER;巡洋艦;Cruiser;;;;;;;;;X
SDESC_LIGHT_CRUISER;軽巡洋艦;Light Cruiser;;;;;;;;;X
SDESC_HEAVY_CRUISER;重巡洋艦;Heavy Cruiser;;;;;;;;;X
SDESC_BATTLECRUISER;巡洋戦艦;Battlecruiser;;;;;;;;;X
SDESC_DESTROYER;駆逐艦隊;Destroyer Flotilla;;;;;;;;;X
SDESC_CARRIER;空母;Carrier;;;;;;;;;X
SDESC_SUBMARINE;潜水艦隊;Submarine Flotilla;;;;;;;;;X
SDESC_TRANSPORT;輸送艦隊;Transport Flotilla;;;;;;;;;X
SDESC_MILITIA;民兵師団;Militia Division;;;;;;;;;X
SDESC_FLYING_BOMB;飛行爆弾部隊;Flying Bomb Battery;;;;;;;;;X
SDESC_FLYING_ROCKET;戦略ロケット部隊;Strategic Rocket Battery;;;;;;;;;X
LDESC_INFANTRY;軍隊の主力はほとんどの場合、歩兵です。歩兵ユニットは比較的安価に編成できるうえ、定期的な燃料補給なしに戦闘や移動が行えます。しかし自動車などの高速な移動手段を持たないため、行軍速度は限られます。それでも歩兵は広い地域を占領したり、他の部隊が攻略した地域を確保したりできます。;Infantry will most likely make up the bulk of your army. They are relatively cheap to build and require no regular fuel supply to manoeuvre, but their lack of motorized transport means their speed of advance is limited. However, Infantry are able to occupy large areas of land, securing ground captured by other forces.;;;;;;;;;X
LDESC_CAVALRY;騎兵は、ほとんどの地形をかなり高速で移動できるうえ、戦闘や移動に燃料を必要としません。しかし戦車部隊と比べると軽武装です。もしも敵から自動火器を浴びせられれば、兵士と馬の双方ともに壊滅的な損害を被ります。しかしまったく役に立たないわけではありません。必要な地域に即座に展開できる予備兵力としてなど、使い方によっては威力を発揮するでしょう。;Cavalry are able to move fairly rapidly over most types of terrain and do not require a supply of fuel to operate, but they are lightly armed when compared with Armoured units, and the automatic weapons of the time can inflict devastating casualties to both men and horses. That is not to say that Cavalry can't prove useful in some instances as a mobile reserve.;;;;;;;;;X
LDESC_MOTORIZED;自動車化歩兵はトラックなどの装輪車両を利用することで、一般歩兵よりもはるかに素早く移動できます。しかし装輪車両が走れるのは道路に限られるので、インフラが整備されていないプロヴィンスでは、能力を十分発揮できない場合があります。;Motorized Infantry make use of wheeled vehicles, such as trucks, to manoeuvre more rapidly than basic Infantry. But they are limited to roads and so their performance may suffer in provinces with low infrastructure levels.;;;;;;;;;X
LDESC_MECHANIZED;機械化歩兵はハーフトラック（半装軌車）などの全地形型車両を装備しており、自動車化歩兵のように移動が道路上に限られることもなく、十分に戦車部隊と連携して活動できます。しかしその特別装備ゆえに、生産コストは高くなります。;Mechanized Infantry are equipped with all-terrain vehicles, such as the halftrack, which does not limit them to roads as with Motorized Infantry and allows them to work well with armoured units. However, the specialist equipment they require means their cost is high.;;;;;;;;;X
LDESC_LIGHT_ARMOR;地上戦において真の攻撃力を発揮するのが戦車です。そのスピードと火力であらゆる敵を粉砕できます（ただし強固な塹壕に立てこもる歩兵は除きます）。これほど強力な戦車ですが、重くなるほどスピードが鈍ります。また戦場に展開している限り、定期的な給油を必要とするため、燃料の補給が滞るとほとんど使い物にならなくなります。;Armoured units allow real projection of power on the battlefield. Their speed and firepower make them lethal against all but the best entrenched Infantry. However, as tanks become heavier, their speeds will reduce accordingly.  They also require a constant supply of fuel to remain in the field and if this vital supply is severed, the armoured unit will be almost useless.;;;;;;;;;X
LDESC_ARMOR;地上戦において真の攻撃力を発揮するのが戦車です。そのスピードと火力であらゆる敵を粉砕できます（ただし強固な塹壕に立てこもる歩兵は除きます）。これほど強力な戦車ですが、重くなるほどスピードが鈍ります。また戦場に展開している限り、定期的な給油を必要とするため、燃料の補給が滞るとほとんど使い物にならなくなります。;Armoured units allow real projection of power on the battlefield. Their speed and firepower make them lethal against all but the best entrenched Infantry. However, as tanks became heaver, their speeds would reduce accordingly.  They also required a constant supply of fuel to remain in the field, and if this vital supply was severed, the armoured unit would be next to useless.;;;;;;;;;X
LDESC_PARATROOPER;空挺兵は歩兵の中のエリート集団で、パラシュート降下およびグライダーによる戦場侵入を行うための特別な訓練を受けています。その持ち前の素早い展開能力を生かして、機動予備戦力や、敵後方の戦略拠点を確保する強襲部隊として用いるには最適な存在です。しかし移動手段の性質上、重火器の携行に制約があるので、彼らが活動を開始したら他の部隊を応援に向かわせるべきです。;Paratroopers are an elite branch of the Infantry, specifically trained to either parachute to the ground or be ferried to a battle in gliders. Their rapid deployment capability makes them ideal for use as a mobile reserve or for use in capturing a strategic asset behind enemy lines. However, they are handicapped by a lack of heavy equipment due to their mode of travel, and when they are in action it is advisable to move other units to their support.;;;;;;;;;X
LDESC_MARINE;海兵は歩兵の中のエリート集団で、敵海岸線への強襲上陸といった海軍作戦を行うための特別な訓練を受けています。海兵隊は海岸での戦いにおいて、環境に適した特別な装備と戦術を駆使して、通常の歩兵を圧倒します。;Marines are an elite branch of the Infantry, specifically trained for assaulting beaches and other naval operations. They make use of specialised equipment and tactics to give them an edge over regular Infantry in such an environment.;;;;;;;;;X
LDESC_BERGSJAEGER;山岳兵は歩兵の中のエリート集団で、山岳地帯における作戦活動が行えるように特別な訓練を受けています。山岳での戦いに投入されれば、環境に適した特別な装備と戦術を駆使して、通常の歩兵を圧倒します。;Mountain Troops are an elite branch of the Infantry, specifically trained for operations in mountainous terrain.  They make use of specialised equipment and tactics to give them an edge over regular Infantry in such an environment.;;;;;;;;;X
LDESC_GARRISON;守備師団は、前線から遠く離れた重要地点を守るための2線級部隊です。移動手段を持たないために、戦略的再配備を除けば移動できません。重火器も装備されておらず、戦闘能力も限られています。しかし、こうした師団に後方を任せれば、戦闘能力の高い部隊を前線に回すことができます。;Garrison Divisions are second line troops used to safeguard valuable objectives far from the front lines. They lack heavy equipment and transportation, making them immobile except for strategic redeployment. They have limited fighting capability but can be used to free more capable troops for frontline use.;;;;;;;;;X
LDESC_HQ;司令部は軍隊の頭脳であり、軍隊が活動するために欠かせない兵站管理や作戦計画を担当する参謀を抱えています。そのため司令部の近くで戦う部隊にはボーナスを与えられます。しかし司令部自体は戦闘能力は低いので、敵から守るようにしましょう。;Headquarters are the brains of your armed forces. They contain the staff that keeps your army running, such as logistics and planning staff. They give a bonus to the units fighting in the vicinity but it is advisable to guard them, as their own fighting ability is poor.;;;;;;;;;X
LDESC_CAS;電撃戦戦術の鍵を握るのが近接航空支援機です。こうした航空機は敵部隊を正確に攻撃する能力を備えており、地上軍が迅速に敵戦線を突破するのを助けます。しかし近接航空支援機は構造が頑丈ながら低速なので、敵戦闘機の格好の獲物となってしまいます。;Close Air Support is the key to the blitzkrieg tactic. These planes have the ability to strike precisely at enemy units, enabling your ground forces to achieve a rapid breakthrough. They are slow, sturdy planes and this makes them an easy target for enemy fighters.;;;;;;;;;X
LDESC_INTERCEPTOR;迎撃機は敵爆撃機を撃破するために作られた、短距離戦闘機です。高速で運動性に優れているため、爆撃機の防御機銃からも俊敏な動きで逃れることができます。しかも強力な武装を備え、装甲の厚い重爆撃機さえも十分撃墜できます。敵戦闘機に対しては、爆撃機ほどの戦果を望めませんが、それでも互角に戦えます。;Interceptors are short-range fighters designed to destroy enemy bombers. They have high speed and good manouverability to make them agile enough to evade the machine guns of the bombers, while having the firepower needed to disable a heavy, armoured bomber.  Against enemy fighters, they are less effective yet they still put up a good fight.;;;;;;;;;X
LDESC_MULTI_ROLE;すべての空軍において屋台骨となるのが戦闘機です。その役割は制空権を確保すること、つまり敵の爆撃機や戦闘機と戦うことです。与えられたいかなる任務もこなせる万能選手ですが、特に優れた長所は持ち合わせていません。;Fighters are the backbone of any air force. They are used to achieve air superiority, engage enemy bombers and fighters. They are all-rounders, being able to fulfill any mission given to them, but excelling at none in particular.;;;;;;;;;X
LDESC_ESCORT;護衛戦闘機は味方の爆撃機を護衛して、敵の迎撃機を近寄らせないために作られた長距離戦闘機です。こうした任務をこなすための戦術を訓練しており、爆撃機を護衛するとボーナスがもらえます。「制空権」任務では、あまり実力を発揮できません。;Escort Fighters are long-range fighters, designed to escort bombers and keep enemy interceptors from the bombers. They are drilled in tactics to achieve this mission and receive a bonus when escorting bombers. In Air Superiority missions, they are less effective.;;;;;;;;;X
LDESC_STRATEGIC_BOMBER;戦略爆撃機は敵国の領土に大量の爆弾を投下し、工場とインフラを破壊することを目的とした大型航空機です。しかし長大な航続距離の代わりにスピードが遅いので、敵戦闘機の攻撃に対して脆弱です。;Strategic Bombers are the heaviest type of aircraft, designed to deliver a large payload of bombs to enemy provinces, with the aim of crippling his industry and infrastructure. However, the Strategic Bomber is slow despite its long range, which can make it vulnerable to attack by fighters.;;;;;;;;;X
LDESC_TACTICAL_BOMBER;戦術爆撃機は中型の航空機で、戦闘機より大きいものの戦略爆撃機よりは小型です。戦車や歩兵といった敵地上部隊への攻撃を主な目的としています。ある程度の運動性能は備えているものの、敵戦闘機と空戦を行えば簡単に圧倒されてしまいます。;Tactical Bombers are medium-sized aircraft, larger than Fighters, yet smaller than Strategic Bombers, which are used primarily for delivering attacks against enemy ground units such as Armour and Infantry.  Although they have a limited dog-fighting capability, they can be easily outmatched by Fighters in air combat.;;;;;;;;;X
LDESC_TRANSPORT_PLANE;輸送機は人員や資材・装備を素早く遠方に運ぶために作られています。空挺部隊が降下を行うときも、輸送機を必要とします。;Transport Planes are designed to ferry men and materials over long distances quickly. Paratroops need Transport Planes in order to make a paradrop.;;;;;;;;;X
LDESC_BATTLESHIP;戦艦は海の女王です。敵主力艦に遠距離から砲弾を撃ち、海の底に葬り去るための海に浮かぶ巨大な砲台です。しかし今日では航空機や潜水艦の魚雷攻撃に対する脆弱を露呈し、さらに空母が出現したことで、その存在に終止符が打たれようとしています。;The Battleship is the Queen of the Sea. It is a massive floating gun platform, designed primarily to engage enemy capital ships at long range and send them to the bottom of the ocean. However, they are now vulnerable to air or submarine torpedo attacks, and the advent of the Aircraft Carrier has started to number their days.;;;;;;;;;X
LDESC_LIGHT_CRUISER;軽巡洋艦は大型駆逐艦とほとんど大きさは変わりません。スピードと長い航続距離を伸ばすために、薄い装甲しか施していない場合がほとんどです。通常は、戦艦や空母などの主力艦を敵の航空機や潜水艦の攻撃から守る、護衛任務に使われます。;Light Cruisers are little more than large destroyers. They are usually lightly armored to give good speed and range. They are normally used in an escort role for capital ships like battleships or carriers, granting protection mainly from enemy air attacks, but also from enemy submarines.;;;;;;;;;X
LDESC_HEAVY_CRUISER;重巡洋艦は軽巡洋艦よりもはるかに大きくて重装甲です。大口径の主砲により、陸上の敵を艦砲射撃できる能力を備えます。特に駆逐艦や軽巡洋艦といった敵の洋上艦には強いですが、航空機や潜水艦からの攻撃は受けやすいです。;Heavy Cruisers are larger and more heavily armored than their lighter counterparts. They have larger main guns, giving them the ability to bombard enemy units on land. They are effective against enemy surface ships, especially destroyers and light cruisers, but are susceptible to air and submarine attacks.;;;;;;;;;X
LDESC_BATTLECRUISER;巡洋戦艦は、大口径の主砲と十分な装甲とともに、ある程度の高速性と長い航続距離を兼ね備えた、非常に大型の巡洋艦です。敵戦艦の追跡から逃れられるスピードと、船団護衛艦を打ち負かす攻撃力があることから、主に敵のシーレーンを攻撃するのに用いられます。;Battlecruisers are very heavy cruisers that combine large main guns and good armor with reasonable speed and a good range. They are mainly used against enemy shipping lanes, able to outrun enemy battleships and able to outfight convoy escorts.;;;;;;;;;X
LDESC_DESTROYER;駆逐艦は洋上艦の中では最小かつ最速です。戦艦と比べれば装甲が薄いですが、そのスピードと運動性を生かし、艦隊の主力艦から離れた位置に強力な第1次防衛線を構築できます。小口径の主砲は、航空機との交戦において有効です。駆逐艦はたいてい集団で、船団護衛や対潜任務に用いられます。;The Destroyer is the smallest and the fastest of the surface ships. It is lightly armed in comparison with the battleship, but its speed and maneuverability allow it to provide a good first line of defence away from the main capital ships of a fleet, and its light guns are useful for engaging aircraft. Destroyers are usually combined in groups and used for convoy escort and anti-submarine duties.;;;;;;;;;X
LDESC_CARRIER;空母は一躍、海軍の最重要艦に躍り出てきました。搭載された航空機を通じて発揮される空母の攻撃能力は、敵の主力艦や陸上兵力にとって危険極まりません。しかし、空母自体には軽い装甲が施されているに過ぎず、他の海軍部隊や自らの航空機に守ってもらわなくてはなりません。;The Aircraft Carrier is rapidly becoming the most important naval vessel. Its ability to project power through the aircraft it carries makes it dangerous to other capital ships and land forces. However, the ship itself is only lightly armed and must rely on other naval units, as well as its own aircraft, to afford it protection.;;;;;;;;;X
LDESC_SUBMARINE;潜水艦は水中を航行できるように作られているので、敵の海軍部隊に発見されることなく攻撃が行えます。主武装である魚雷は、空母、戦艦、輸送艦、さらには敵潜水艦などあらゆる種類の艦船を沈められる強力な兵器です。しかし潜水艦は航続距離の短さを弱点として抱え、それを改良するための新技術の研究には非常にコストがかかります。;The Submarine is designed to travel underwater allowing it to operate clandestinely against other naval units. Its main armament consists of torpedoes which are deadly against all other types of vessel, be they Carrier, Battleship, Naval Transport or another Submarine. However, the Submarine can be handicapped by a short range and new technologies to improve them can be expensive.;;;;;;;;;X
LDESC_TRANSPORT;輸送艦は物資や資源を世界中に運ぶために使われるほか、陸上部隊の水上輸送にも使われます。輸送艦はまったく武装を備えておらず、十分な護衛がないと、他の海軍部隊や航空機の攻撃によって簡単に沈められてしまいます。;Naval Transports are used for moving supplies and resources around the world. They can also be used to ferry land units across stretches of water. They are completely unarmed and, unless well protected, will be vulnerable to attack by other naval units or aircraft.;;;;;;;;;X
LDESC_MILITIA;民兵は安上がりですぐに編成できる歩兵部隊です。短期間の訓練しか受けず、装備も貧弱ゆえに、戦闘ではほとんど役に立ちませんが、支配地域の治安維持や他の部隊を回せない状況での最後の防衛線として使うには便利な存在です。;Militia are a cheap and rapidly formed Infantry unit. Their hurried training and poor equipment mean they are of little use in combat, although they can be useful for controlling territory and as a last line of defence when no other units are available.;;;;;;;;;X
LDESC_NAVAL_BOMBER;海軍爆撃機は海上戦闘に用いられ、敵の洋上艦に対して魚雷や徹甲爆弾による正確な戦術攻撃を行うための航空機です。格闘戦能力が限られているため、敵戦闘機の迎撃を受ければ撃墜される危険があります。;The Naval Bomber is designed for use over water and make accurate tactical strikes against enemy surface vessels using torpedoes or armour-piercing bombs.  They have a limited dog-fighting capability, which makes them vulnerable if intercepted by fighters.;;;;;;;;;X
LDESC_FLYING_BOMB;飛行爆弾（例えばドイツ軍のV1）は、初期のジェットエンジンで推進する無人の航空機で、目標とするエリアに爆薬の詰まった弾頭を撃ちこむための兵器です。ロケットやミサイルよりも低速なので、敵戦闘機によって迎撃、撃墜されるおそれがあります。;The Flying Bomb (e.g. the German V1) is a pilotless aircraft powered by an early jet engine, designed to deliver a payload of explosives to an area target. It is slower than a rocket or missile, which means that it can be intercepted and shot down by enemy fighters.;;;;;;;;;X
LDESC_FLYING_ROCKET;ロケットあるいは弾道ミサイル（例えばドイツ軍のV2）は、遠く離れた目標へ爆薬の詰まった弾頭を撃ちこむための兵器です。そのスピードゆえ迎撃することは事実上不可能ですが、通常弾頭を使って敵を破壊しても、普通の攻撃より割高になります。敵に精神的ダメージ以上の効果を期待するには、核兵器が必要です。;The Rocket or Ballistic Missile (e.g. the German V2) is designed to deliver a payload of explosives to a distant target. Its high speed makes it almost impossible to intercept but it is an expensive way of destroying the enemy with conventional explosives.  Nuclear weapons are needed to give it more than psychological effect.;;;;;;;;;X
;;;;;;;;;;;X
SDESC_ARTILLERY;この師団は砲兵旅団を有します。;This division has an artillery brigade.;;;;;;;;;X
SDESC_SP_ARTILLERY;この師団は自走砲旅団を有します。;This division has a self-propelled artillery brigade.;;;;;;;;;X
SDESC_ROCKET_ARTILLERY;この師団はロケット砲旅団を有します。;This division has a rocket artillery brigade.;;;;;;;;;X
SDESC_SP_ROCKET_ARTILLERY;この師団は自走ロケット砲旅団を有します。;This division has a self-propelled rocket artillery brigade.;;;;;;;;;X
SDESC_TANK_DESTROYER;この師団は駆逐戦車旅団を有します。;This division has a tank destroyer brigade.;;;;;;;;;X
SDESC_LIGHT_ARMOR_BRIG;この師団は軽戦車旅団を有します。;This division has a light tank brigade;;;;;;;;;X
SDESC_HEAVY_ARMOR;この師団は重戦車旅団を有します。;This division has a heavy tank brigade;;;;;;;;;X
SDESC_SUPER_HEAVY_ARMOR;この師団は超重戦車旅団を有します。;This division has a super-heavy tank brigade;;;;;;;;;X
SDESC_ARMORED_CAR;この師団は装甲車旅団を有します。;This division has an armored car brigade;;;;;;;;;X
SDESC_ANTITANK;この師団は対戦車兵旅団を有します。;This division has an anti-tank brigade.;;;;;;;;;X
SDESC_ANTIAIR;この師団は対空砲旅団を有します。;This division has an anti-aircraft brigade.;;;;;;;;;X
SDESC_ENGINEER;この師団は工兵旅団を有します。;This division has an engineering brigade.;;;;;;;;;X
SDESC_POLICE;この師団は憲兵旅団を有します。;This division has a police brigade.;;;;;;;;;X
SDESC_CAG;この空母は空母航空隊を有します;This division has a carrier air group.;;;;;;;;;X
LDESC_ARTILLERY;砲兵を配備した師団は、「対人攻撃力」が上がり、敵の一般歩兵や自動車化歩兵に与えるダメージが大きくなります。;Artillery pieces will increase the 'Soft Attack' capability of your units, inflicting more damage on Infantry and Motorized units.;;;;;;;;;X
LDESC_SP_ARTILLERY;自走砲を配備した戦車師団や機械化師団は、敵歩兵に対する戦闘能力が向上します。しかも通常の砲兵部隊の場合と違い、配備した部隊の移動速度が落ちることはありません。;SP, or Self-Propelled, Artillery gives your armored and mechanized units an additional punch against enemy infantry while not reducing the speed of those units as much as normal artillery.;;;;;;;;;X
LDESC_ROCKET_ARTILLERY;ロケット砲を配備した師団は、敵の非装甲ユニットに対する戦闘能力が上昇します。ロケット砲は、目標地域一帯に爆薬の詰まった弾頭の集中砲火を浴びせる面制圧兵器なので、歩兵部隊が集まっている場所に対して用いると最も効果的です。;Rocket Artillery gives your units an added capability against soft units. Rockets are an area weapon, saturating an area with explosions, and are thus most effective against Infantry concentrations.;;;;;;;;;X
LDESC_SP_ROCKET_ARTILLERY;自走ロケット砲を配備した戦車師団および機械化師団は、歩兵のような非装甲ユニットに対する戦闘能力が上昇します。自走ロケット砲は敵の歩兵に対して非常に効果的なだけでなく、通常のロケット砲と違い、配備された快速部隊の移動スピードも落ちません。;SP, or Self-Propelled, Rocket Artillery gives your armored and mechanized units added capability against soft units such as infantry. They are very effective against enemy infantry, and do not reduce the speed of your fast units like normal rocket artillery.;;;;;;;;;X
LDESC_TANK_DESTROYER;駆逐戦車は通常の戦車に近い存在ですが、回転砲塔を持たず、装甲のほとんどを前方方向に集中させている点が異なります。これを配備した部隊は、敵戦車部隊のような装甲ターゲットに対する戦闘能力が高まります。;Tank Destroyers are similar to normal Tanks. The difference is that they don't have a rotating turret, and mount most of their armor to the front. They give your units an added capability against hard targets such as enemy armor.;;;;;;;;;X
LDESC_LIGHT_ARMOR_BRIG;軽戦車を配備したユニットは、敵戦車部隊のような装甲ターゲットに対する戦闘能力が上昇します。軽戦車は高速移送できるので回避能力が高く、鈍重な重戦車を使って仕留めることは困難です。この機動力を生かして、自分より重装甲な戦車の側面や背後に回りこみ、装甲の薄い部分を攻撃します。;Light Armor gives your units an added capability against hard targets such as enemy armor. Light Tanks are fast, evasive and therefore hard to kill using the more cumbersome heavy tanks. They use their mobility to strike at weaker armor on the sides and rear of heavier tanks.;;;;;;;;;X
LDESC_HEAVY_ARMOR;重戦車を配備した師団は、対戦車攻撃力および対人攻撃力が飛躍的に向上します。重戦車はきわめて撃破されにくいので、敵陣を突破するときに用いられます。しかし弱点として重戦車は部隊の進撃速度を鈍らせ、かなりの量の補給物資と燃料を必要とします。;Heavy Armor gives your units a considerable boost in both hard and soft attack. Heavy Tanks are used when breaking enemy lines, being extremely hard to kill. But they slow your units down and require considerable amounts of supplies and fuel.;;;;;;;;;X
