#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portugese;Russian;;Extra2;X
##################################################################################;;;;;;;;;;;X
#  Event Texts;;;;;;;;;;;X
##################################################################################;;;;;;;;;;;X
ELECTION_TITLE;選挙;Election Times;;;;;;;;;X
EVT_2100_DESC;アドルフ・ヒトラーがドイツの首相に就任すると、ドイツとオーストリアの統一（アンシュルス）を求める声が一段と高まっていく。そうした中、ヒトラーは1938年2月にオーストリアのクルト・フォン・シュシュニク首相をベルヒテスガーデンに招いて会談を行った。そこでヒトラーは首相に、オーストリア・ナチス党への譲歩を求めた。だがシュシュニク首相はこれを拒絶し、1938年3月9日にオーストリアの独立維持の是非を問う国民投票の実施を発表する。これをオーストリア問題解決の絶好のチャンスととらえたアドルフ・ヒトラーは行動を起こし、シュシュニク首相を辞任に追い込んだ。これにともないオーストリア・ナチス党のアルトゥール・ザイス＝インクヴァルトが首相となって新政権を発足、オーストリアはナチスの支配下に置かれた。そして1938年3月12日朝、ドイツ国防軍とSS（ナチス親衛隊）が国境を越えてオーストリアに進駐を開始し、翌3月13日にはヒトラーがリンツにて、オーストリアのドイツ帝国への“アンシュルス”（併合）を認める法律を発表した。;Demands for the union (Anschluss) of Austria and Germany increased after Adolf Hitler became German Chancellor. In February,1938, Hitler invited Kurt von Schuschnigg, the Austrian Chancellor, to meet him at Berchtesgarden. Hitler demanded concessions for the Austrian Nazi Party. Schuschnigg refused and on 9th March 1938, the Austrian Chancellor announced a plebiscite on the independence of Austria. Adolf Hitler took this as an opportunity to take action against the Austrian State. Schuschnigg was pressed to resign. The National Socialist Arthur Seyss-Inquart took over the chancellorship and formed a new government. The Austrian National Socialists took power in Austria. On the morning of 12th March 1938, troops of the German Wehrmacht and the SS crossed the German-Austrian border. On 13th March 1938, Hitler announced in Linz the legislation on the 'Anschluss' (Annexation) of Austria into the German Reich.;;;;;;;;;X
ACTIONNAME2100A;大ドイツ帝国の一部となる （ゲーム終了）;Become part of the Greater Reich (Game Over);;;;;;;;;X
ACTIONNAME2100B;枢軸同盟に加わる;Join the Axis;;;;;;;;;X
ACTIONNAME2100C;オーストリアは独立を堅持する;Austria shall remain independent;;;;;;;;;X
EVT_2200_NAME;ミュンヘン条約;The Treaty of Munich;;;;;;;;;X
EVT_2200_DESC;1938年夏、チェコスロヴァキアにてナチスを支持する一部のドイツ系住民が、同国からの分離独立を求めて運動を起こすと、ドイツとチェコスロヴァキアとの間にとてつもない緊張が走った。ヒトラーはズデーテンラントに住むドイツ系住民の独立感情を利用し、少数民族のドイツ系住民に対する“チェコによる弾圧”をでっち上げて声高にチェコ政府を非難した。将来戦争となったときにその責任をチェコスロヴァキアになすりつけるためである。さらにヒトラーはチェコの国境地域にドイツ軍部隊を侵入させておきながら、ズデーデン問題に関する和平会議をミュンヘンで主催することに同意した。この会議には英仏伊の首脳（チェンバレン、ダラディエ、ムッソリーニ）が出席し、チェコスロヴァキアからズデーテンラントを切り離し、ドイツの領土とすることを認めた。この会議に代表の出席を認められなかったチェコ政府は同盟国に見捨てられたと悟り、英仏の圧力に負けてドイツにズデーテンラントを割譲する。ヒトラーは会議に出席した各国首脳に、これ以上の領土拡大は望んでいないと確約した。チェンバレンはヒトラーが署名した一枚の紙を手にイギリスへ戻り、“我々の平和は保たれた”と宣言した。;During the summer of 1938 the pro-Nazi elements among the Czech Germans demanded the right to secede from Czechoslovakia, a move that created enormous tension between Germany and Czechoslovakia. Hitler, using the minority sentiments in the Sudetenland, started to propagandize about  Czech Atrocities  against ethnic Germans in an effort to lay the blame of a future conflict on the Czech government. At the same time as German troops infiltrated the Bohemian borderlands Hitler agreed to host a Peace Conference in Munich. Hitler, Chamberlain, Daladier, and Mussolini met and agreed that Hitler should have the Sudetenland of Czechoslovakia. The Czechs, who were not represented at the meeting, realised that their own allies were deserting them and under the pressure from the French and British they were forced to surrender the Sudetenland to Germany. Hitler assured those at the meeting that this was the extent of his ambitions for expansion. Chamberlain returned to England with a piece of paper signed by Hitler, proclaiming 'peace in our time.';;;;;;;;;X
ACTIONNAME2200A;主張を認める;Accept the Claims;;;;;;;;;X
ACTIONNAME2200B;枢軸同盟に加わる;Join the Axis;;;;;;;;;X
ACTIONNAME2200C;断る！;No way!;;;;;;;;;X
EVT_2201_NAME;チェコスロヴァキアの終焉 ― スロヴァキア独立;The End of Czechoslovakia - Slovakia Independent;;;;;;;;;X
EVT_2201_DESC;ズデーテンラントを併合したヒトラーは、次にティソが率いる小さなスロヴァキア愛国組織を使い、半ば強制的にスロヴァキアの独立を宣言させた。これと時を同じくしてドイツ軍部隊がスロヴァキア人の“保護”を名目に国境を越えてチェコスロヴァキア領内への進駐を開始する。そして間髪を入れず、ヒトラーはチェコの大統領に向け、現在の“チェコ問題”について話し合うためにドイツへ来るように要請した。だが、その目的はチェコ大統領を孤立させて脅迫し、屈服させることであった。ヒトラーの策は成功した。数日後にはドイツ軍が旧チェコスロヴァキア全土を掌握した。;After the swallowing of the Sudetenland, Hitler used a small group of Slovakian patriots around Tiso, more or less forcing them to proclaim an independent Slovakia. At the same time German troops started to move across the Czechoslovakian border on the pretext of  protecting  the Slovak people. Swiftly demanding the Czech president come to Germany to discuss recent  Czech problems  Hitler managed to isolate and threaten the Czech leader into submission. A few days later the German Army had full control of the former Czechoslovakia.;;;;;;;;;X
ACTIONNAME2201A;しかたあるまい （ゲーム終了）;Accept the inevitable (Game Over);;;;;;;;;X
ACTIONNAME2201B;戦争だ！;Fight!;;;;;;;;;X
EVT_2202_NAME;チェコスロヴァキアの終焉―分割;The End of Czechoslovakia - Partitioning;;;;;;;;;X
EVT_2202_DESC;ズデーテンラントを併合したヒトラーは、次にティソが率いる小さなスロヴァキア愛国組織を使い、半ば強制的にスロヴァキアの独立を宣言させた。これと時を同じくしてドイツ軍部隊がスロヴァキア人の“保護”を名目に国境を越えてチェコスロヴァキア領内への進駐を開始する。そして間髪を入れず、ヒトラーはチェコの大統領に向け、現在の“チェコ問題”について話し合うためにドイツへ来るように要請した。だが、その目的はチェコ大統領を孤立させて脅迫し、屈服させることであった。ヒトラーの策は成功した。数日後にはドイツ軍が旧チェコスロヴァキア全土を掌握した。;After the swallowing of the Sudetenland, Hitler used a small group of Slovakian patriots around Tiso, more or less forcing them to proclaim an independent Slovakia. At the same time German troops started to move across the Czechoslovakian border on the pretext of  protecting  the Slovak people. Swiftly demanding the Czech president come to Germany to discuss recent  Czech problems  Hitler managed to isolate and threaten the Czech leader into submission. A few days later the German Army had full control of the former Czechoslovakia.;;;;;;;;;X
ACTIONNAME2202A;しかたあるまい （ゲーム終了）;Accept the inevitable (Game Over);;;;;;;;;X
ACTIONNAME2202B;戦争だ！;Fight!;;;;;;;;;X
EVT_3900_NAME;アメリカのアイスランドおよびグリーンランド占領;US Occupation of Iceland and Greenland;;;;;;;;;X
EVT_3900_DESC;1940年4月にドイツがデンマークを占領すると、イギリス軍はただちにアイスランドに占領した。さらなるドイツの侵略を食い止めるためである。それ以降、イギリスはわずかな兵力でアイスランドを占領してきたが、1941年初めになるとアメリカに島の警戒監視を任せるほうが戦略的に得策であることが明確になる。こうした状況を受け、アメリカ軍は1941年夏までに北大西洋に浮かぶグリーンランドとアイスランドの両島を占領した。グリーンランド占領については合衆国政府とワシントンにいる駐米デンマーク大使との間で結ばれた合意に基づいて行われた。なおこの大使は、1940年4月のドイツ軍によるデンマーク占領後にコペンハーゲンに樹立された政府を、公式のデンマーク政府と認めず、命令を無視して行動していた。そのため1941年4月に締結されたグリーンランド合意は、現デンマーク政府とワシントンにあるドイツ大使館からの激しい抗議にさらされた。;After the German occupation of Denmark in April 1940 British forces swiftly took possession of Iceland to counter a possible threat of a German Invasion. Britain held it with few forces and in early 1941 it was evident that it would be better if the United States took over the watch-keeping. By the summer of 1941, U. S. troops occupied both Greenland and Iceland in the North Atlantic. The U. S. occupation of Greenland was arranged through an agreement between the United States government and a rebellious Danish Ambassador in Washington. This Danish Ambassador refused to recognize or obey the Danish government in Copenhagen after the German occupation of Denmark, which began in April of 1940. The Greenland Agreement, signed in April of 1941, encountered vigorous protests from both the Danish government and the German Embassy in Washington.;;;;;;;;;X
ACTIONNAME3900A;島はくれてやる。我々はもう終わりだ。;Take them, we will soon fall.;;;;;;;;;X
ACTIONNAME3900B;レイキャヴィクに首都を移し、戦い続けるぞ！;Move capital to Reykjavik and fight on!;;;;;;;;;X
EVT_3200_NAME;冬戦争;The Winter War;;;;;;;;;X
EVT_3200_DESC;1939年8月にドイツとソ連が不可侵条約を締結したことで、戦いの矛先はフィンランドに向けられる。この条約においてドイツはソ連に、フィンランドを含めたバルト諸国の併合も認めた。当然ながらこれはすべて秘密協定であった。しかし時間とともにその密約はフィンランド政府の知るところとなる。ソ連との軍事的緊張の高まりを受け、フィンランドがドイツに援助を求めたとき、ドイツはこれに応じない姿勢を示したのだ。もしもソ連と戦争になった場合、フィンランドは大国にたった一国で立ち向かわねばならないということだ。そうした状況の中、ソ連がフィンランド領内に軍事基地を建設する許可を求めてきた。だがフィンランドはこれを拒絶した。そして1939年11月30日、ソ連は1932年に結ばれた不可侵条約を破棄、フィンランドへの侵攻を開始する。こうして始まった“冬戦争”は1940年3月13日のモスクワ講和条約をもって終結、フィンランドはソヴィエト連邦に南東部を割譲することとなった。;The non-aggression pact between Germany and Russia in August 1939 turned heads in Finland. Germany agreed to give the Baltic States, including Finland, to Russia. Of course, all this was kept a secret, but as time went on, the events became known to the Finns. As Russian aggression grew, the Finns requested help from Germany, only to be turned away - leaving the Finns to face Russia's aggression alone. When Finland refused to allow the Soviet Union to build military bases on its territory, the latter revoked the nonaggression pact of 1932 and attacked Finland on 30th November 1939. The Winter War ended in a peace treaty drawn up in Moscow on 13th March 1940, giving south-eastern Finland to the Soviet Union.;;;;;;;;;X
ACTIONNAME3200A;かかってこい！相手になってやる！;Let them come if they dare!;;;;;;;;;X
ACTIONNAME3200B;ソ連の圧力に屈する;Fold to Russian Pressure;;;;;;;;;X
EVT_3201_NAME;スウェーデンの物資援助;Swedish Material Aid;;;;;;;;;X
EVT_3201_DESC;フィンランドがソヴィエト連邦の侵略を受けると、スウェーデン政府は兵器や義勇兵を提供するという形でフィンランドの戦いを支援した。だがこうした兵器の大半がフィンランド軍の規格に合わなかったり、必要なものが欠けていたりした。火砲などが送られてきたものの弾薬が足らず、半数以下しか“冬戦争”で使うことができなかった。またスウェーデンの義勇兵の方にも問題があった。まともな訓練を受けておらず、戦争中に兵士として役に立ったものはほとんどいなかったのだ。しかし十分な教育を受けた将校団と航空兵が派遣されたことにより、フィンランド軍の戦争能力は大いに向上した。;When Finland was attacked by the Soviet Union the Swedish government supported Finland s war effort by giving them war material and volunteers. Much of this material did not match Finnish standards or lacked important features. For example artillery lacked ammunition and less than half of it was usable during the Winter War. Swedish volunteers were another issue. Their units lacked training and few were used before the end of the Winter War. However Finland did receive a group of well educated staff officers and airmen to boost her ranks.;;;;;;;;;X
ACTIONNAME3201A;OK;OK;;;;;;;;;X
EVT_3202_NAME;スウェーデンの介入;Swedish Intervention;;;;;;;;;X
EVT_3202_DESC;フィンランドがソヴィエト連邦の侵略を受けると、スウェーデン政府はこの問題にどう対処するか、厳しい判断を迫られることになった。もしも介入支持派の思いどおりにことが運んでいれば、スウェーデンはほぼ間違いなく、最低でも1個軍団の陸上兵力を、航空部隊や（フィンランド海軍を支援する）強力な海軍分遣隊とともにフィンランドに派遣していただろう。;When Finland was attacked by the Soviet Union the Swedish government was hard pressed in deciding how to act. If the interventionist faction had had its way Sweden would most certainly have sent at least an army corps to Finland with additional air units and strong naval detachments to support the Finnish Navy.;;;;;;;;;X
ACTIONNAME3202A;OK;OK;;;;;;;;;X
EVT_2800_NAME;ヴィシー政権;The Vichy Regime;;;;;;;;;X
EVT_2800_DESC;ペタンは、1940年6月17日にポール・ルノーから首相の座を引き継ぐとすぐに、ドイツと長期的協調関係を構築するために動き出す。そのためにはまずドイツと休戦協定を結ぶ必要があった。そうすればさらなる流血を回避し、ドイツとの関係を改善できるのだ。ペタンや他のヴィシー政権の閣僚から見れば、イギリスはまもなく敗北し、ドイツがヨーロッパの覇者となることは明らかであった。実際、“une Europe allemande（ドイツによる統一ヨーロッパ）”について語る者もいた。当時のフランスは植民地大国であり、第二次世界大戦が始まるまでヨーロッパに大きな影響力を誇っていた。したがって“un nouveau ordre europeen（ヨーロッパの新秩序）”の中心として君臨する大国ドイツの重要なパートナーとなるのに十分な条件がこの国には揃っていると、ペタン首相と閣僚たちは考えていた。そうして1940年7月12日、強力な権限を持つ政府のもとに“L'Etat francais（フランス国）”が誕生した。フランスが新しい秩序の下で確固たる地位を築くためには、今後何かしらの形でドイツに協力していく必要があるだろう。;Shortly after taking over from Paul Renaud on 17 June 1940, Petain set about establishing a longer-term political relationship with Germany. The armistice was a necessary first step in both avoiding further bloodshed and in establishing a better relationship with a Germany that would, according to Vichy's ministers and Petain himself, soon defeat Great Britain and become the dominant power in Europe. Some spoke, in fact, of une Europe allemande, a Europe dominated by Germany. Petain and his ministers thought that France, as a colonial power and a major influence on Europe between the wars, would be well placed to become an important ally to this powerful nation in the heart of a new European order, un nouveau ordre europeen. A strong government - L'Etat francais, the French State, was created on 12 July 1940 - and some form of cooperation with Germany would be a necessary precondition for this.;;;;;;;;;X
ACTIONNAME2800A;受け入れるより仕方がない;We have no choice but to accept;;;;;;;;;X
ACTIONNAME2800B;絶対にありえん！フランス万歳！;Never! Vive la France!;;;;;;;;;X
EVT_2801_NAME;スペイン内戦 ― 介入;Spanish Civil War - Intervention;;;;;;;;;X
EVT_2801_DESC;1936年初頭、社会党が選挙で勝利をおさめると、大衆は社会的平等を求め始め、それが宗教界、大地主、王党派を敵とする革命的な運動に発展する。群衆は教会を襲い、農場を共通化しだしたのだ。労働組合はストライキを決行し、無政府主義者は“人民の敵”を暗殺した。社会党を首班とする新政府に社会秩序を回復する力はなかった。そうした中、スペイン軍部は社会主義革命を鎮圧して秩序を回復しようと、保守派やカトリック教会と手を結び、自らを“国粋派”と称して蜂起した。軍部の反乱に直面した政府は“共和国派”を名乗り、革命勢力と統一戦線を結成して反乱軍に対抗する姿勢を打ち出す。かくしてスペイン内戦が勃発したのである！　ドイツ、イタリア、ソ連などの数多くの国がこの内戦に武力介入した。;In early 1936 after the electoral victory of the Socialists popular demands for social equality evolved into a virtual revolution against the clergy, landowners and monarchists. Mobs attacked churches and tried to collectivise farms. Unions started strikes and anarchists assassinated  enemies of the people . The newly installed government was unable to restore order. The Spanish army joined the Conservatives and Catholics to put down the social revolution and they thus styled themselves, the Nationalists. The government facing an army rebellion styled themselves, Republicans and decided to fight joining in with the forces of revolution. The Spanish Civil War had begun! Many countries like Germany, Italy and the Soviet Union intervened with forces in the conflict.;;;;;;;;;X
ACTIONNAME2801A;なぜ無政府主義者どもを支援する必要があるのだ。;Why support anarchist rabble?;;;;;;;;;X
ACTIONNAME2801B;装備と義勇兵を送る;Send materiel and volunteers;;;;;;;;;X
EVT_2802_NAME;フランス解放;Liberation of France;;;;;;;;;X
EVT_2802_DESC;何年にもわたる闘争と辛く厳しい戦争の末、フランスは自由を取り戻した。軍服姿で颯爽と歩く我が兵士たちの肩には、花が雨のように降り注ぎ、トリコロールの旗が本来あるべきパリの空に再び翻った。;After years of struggle, and a bitter military campaign, France is once again free. Flowers rain down on the shoulders of our soldiers in blue and the tricolor is once again restored to its rightful place over Paris.;;;;;;;;;X
ACTIONNAME2802A;OK;OK;;;;;;;;;X
EVT_2000_NAME;ラインラント進駐;Re-occupation of the Rhineland;;;;;;;;;X
EVT_2000_DESC;政敵を退け、ドイツに独裁体制を確立したヒトラーは、次に外交へと目を転じ、4つの大胆な賭けに出た（しかもその賭けは次第に危険度を増していった）。1つは1935年3月16日の、ヴェルサイユ条約に反する徴兵制度の復活である（同条約ではドイツ軍の兵力は100,000人を超えてはならないとされていた）。この違反に対してイギリスやフランスが公式の抗議以外に何もしないとわかると、その1年後（1936年3月7日）に、非武装化されたラインラントに軍を進駐させた。こうしてまたひとつ、ヴェルサイユ条約の条項が破られることになった。;Once the home front was secured, Hitler turned his attention to foreign policy with four increasingly daring acts. On the 16th  March 1935, the treaty of Versailles was violated by Germany as military conscription was reintroduced (the treaty stated that the German Army should not exceed 100.000 men). When nothing more than official protests from England and France ensued, Hitler proceeded a year later (7th  March 1936) to occupy the demilitarised Rhineland, again violating the Versailles treaty.;;;;;;;;;X
ACTIONNAME2000A;OK;OK;;;;;;;;;X
EVT_2020_NAME;オーストリア併合;Anschluss of Austria;;;;;;;;;X
EVT_2020_DESC;アドルフ・ヒトラーがドイツの首相に就任すると、ドイツとオーストリアの統一（“アンシュルス”）を求める声が一段と高まっていく。そうした中、ヒトラーは1938年2月にオーストリアのクルト・フォン・シュシュニク首相をベルヒテスガーデンに招いて会談を行った。その席でヒトラーは首相に、オーストリア・ナチス党への譲歩を求めた。だがシュシュニク首相はこれを拒絶し、1938年3月9日にオーストリアの独立維持の是非を問う国民投票の実施を発表する。これをヒトラーはオーストリア問題解決の絶好のチャンスととらえて行動を起こし、シュシュニク首相を辞任に追い込んだ。これにともないオーストリア・ナチス党のアルトゥール・ザイス＝インクヴァルトが首相となって新政権を発足、オーストリアはナチスの支配下に置かれた。そして1938年3月12日朝、ドイツ国防軍とSS（ナチス親衛隊）が国境を越えてオーストリアへの進駐を開始し、翌3月13日にはヒトラーがリンツにて、オーストリアのドイツ帝国への“アンシュルス”（併合）を認める法律を発表した。;Demands for the union (Anschluss) of Austria and Germany increased after Adolf Hitler became German Chancellor. In February,1938, Hitler invited Kurt von Schuschnigg, the Austrian Chancellor, to meet him at Berchtesgarden. Hitler demanded concessions for the Austrian Nazi Party. Schuschnigg refused and on 9th March 1938, the Austrian Chancellor announced a plebiscite on the independence of Austria. Adolf Hitler took this as an opportunity to take action against the Austrian State. Schuschnigg was pressed to resign. The National Socialist Arthur Seyss-Inquart took over the chancellorship and formed a new government. The Austrian National Socialists took power in Austria. On the morning of 12th March 1938, troops of the German Wehrmacht and the SS crossed the German-Austrian border. On 13th March 1938, Hitler announced in Linz the legislation on the 'Anschluss' (Annexation) of Austria into the German Reich.;;;;;;;;;X
ACTIONNAME2020A;アンシュルスを強く迫る;Press for Anschluss;;;;;;;;;X
ACTIONNAME2020B;これ以上緊張を高めてはならない;Do not create more tension;;;;;;;;;X
EVT_2001_NAME;オーストリア併合 ― 大ドイツの誕生;Anschluss of Austria - Annexation;;;;;;;;;X
EVT_2001_DESC;アドルフ・ヒトラーがドイツの首相に就任すると、ドイツとオーストリアの統一（“アンシュルス”）を求める声が一段と高まっていく。そうした中、ヒトラーは1938年2月にオーストリアのクルト・フォン・シュシュニク首相をベルヒテスガーデンに招いて会談を行った。その席でヒトラーは首相に、オーストリア・ナチス党への譲歩を求めた。だがシュシュニク首相はこれを拒絶し、1938年3月9日にオーストリアの独立維持の是非を問う国民投票の実施を発表する。これをヒトラーはオーストリア問題解決の絶好のチャンスととらえて行動を起こし、シュシュニク首相を辞任に追い込んだ。これにともないオーストリア・ナチス党のアルトゥール・ザイス＝インクヴァルトが首相となって新政権を発足、オーストリアはナチスの支配下に置かれた。そして1938年3月12日朝、ドイツ国防軍とSS（ナチス親衛隊）が国境を越えてオーストリアへの進駐を開始し、翌3月13日にはヒトラーがリンツにて、オーストリアのドイツ帝国への“アンシュルス”（併合）を認める法律を発表した。;Demands for the union (Anschluss) of Austria and Germany increased after Adolf Hitler became German Chancellor. In February,1938, Hitler invited Kurt von Schuschnigg, the Austrian Chancellor, to meet him at Berchtesgarden. Hitler demanded concessions for the Austrian Nazi Party. Schuschnigg refused and on 9th March 1938, the Austrian Chancellor announced a plebiscite on the independence of Austria. Adolf Hitler took this as an opportunity to take action against the Austrian State. Schuschnigg was pressed to resign. The National Socialist Arthur Seyss-Inquart took over the chancellorship and formed a new government. The Austrian National Socialists took power in Austria. On the morning of 12th March 1938, troops of the German Wehrmacht and the SS crossed the German-Austrian border. On 13th March 1938, Hitler announced in Linz the legislation on the 'Anschluss' (Annexation) of Austria into the German Reich.;;;;;;;;;X
ACTIONNAME2001A;OK;OK;;;;;;;;;X
EVT_2002_NAME;オーストリア併合―同盟;Anschluss of Austria - Alliance;;;;;;;;;X
EVT_2002_DESC;アドルフ・ヒトラーがドイツの首相に就任すると、ドイツとオーストリアの統一（“アンシュルス”）を求める声が一段と高まっていく。そうした中、ヒトラーは1938年2月にオーストリアのクルト・フォン・シュシュニク首相をベルヒテスガーデンに招いて会談を行った。その席でヒトラーは首相に、オーストリア・ナチス党への譲歩を求めた。だがシュシュニク首相はこれを拒絶し、1938年3月9日にオーストリアの独立維持の是非を問う国民投票の実施を発表する。これをヒトラーはオーストリア問題解決の絶好のチャンスととらえて行動を起こし、シュシュニク首相を辞任に追い込んだ。これにともないオーストリア・ナチス党のアルトゥール・ザイス＝インクヴァルトが首相となって新政権を発足、オーストリアはナチスの支配下に置かれた。そして1938年3月12日朝、ドイツ国防軍とSS（ナチス親衛隊）が国境を越えてオーストリアへの進駐を開始し、翌3月13日にはヒトラーがリンツにて、オーストリアのドイツ帝国への“アンシュルス”（併合）を認める法律を発表した。;Demands for the union (Anschluss) of Austria and Germany increased after Adolf Hitler became German Chancellor. In February,1938, Hitler invited Kurt von Schuschnigg, the Austrian Chancellor, to meet him at Berchtesgarden. Hitler demanded concessions for the Austrian Nazi Party. Schuschnigg refused and on 9th March 1938, the Austrian Chancellor announced a plebiscite on the independence of Austria. Adolf Hitler took this as an opportunity to take action against the Austrian State. Schuschnigg was pressed to resign. The National Socialist Arthur Seyss-Inquart took over the chancellorship and formed a new government. The Austrian National Socialists took power in Austria. On the morning of 12th March 1938, troops of the German Wehrmacht and the SS crossed the German-Austrian border. On 13th March 1938, Hitler announced in Linz the legislation on the 'Anschluss' (Annexation) of Austria into the German Reich.;;;;;;;;;X
ACTIONNAME2002A;OK;OK;;;;;;;;;X
EVT_2030_NAME;ミュンヘン条約;The Treaty of Munich;;;;;;;;;X
EVT_2030_DESC;1938年夏、チェコスロヴァキアにてナチスを支持する一部のドイツ系住民が、同国からの分離独立を求めて運動を起こすと、ドイツとチェコスロヴァキアとの間にとてつもない緊張が走った。ヒトラーはズデーテンラントに住むドイツ系住民の独立感情を利用し、少数民族のドイツ系住民に対する“チェコによる弾圧”をでっち上げて声高にチェコ政府を非難した。将来戦争となったときにその責任をチェコスロヴァキアになすりつけるためである。さらにヒトラーはチェコの国境地域にドイツ軍部隊を侵入させておきながら、ズデーデン問題に関する和平会議をミュンヘンで主催することに同意した。この会議には英仏伊の首脳（チェンバレン、ダラディエ、ムッソリーニ）が出席し、チェコスロヴァキアからズデーテンラントを切り離し、ドイツの領土とすることを認めた。この会議に代表の出席を認められなかったチェコ政府は同盟国に見捨てられたと悟り、英仏の圧力に負けてドイツにズデーテンラントを割譲する。ヒトラーは会議に出席した各国首脳に、これ以上の領土拡大は望んでいないと確約した。チェンバレンはヒトラーが署名した一枚の紙を手にイギリスへ戻り、“我々の平和は保たれた”と宣言した。;During the summer of 1938 pro-Nazi elements among Czech Germans demanded the right to secede from Czechoslovakia, a move that created enormous tension between Germany and Czechoslovakia. Hitler, using the minority sentiments in Sudetenland, began propagandizing about  Czech Atrocities  against ethnic Germans in an effort to lay blame for a future conflict on the Czech government. At the same time as German troops infiltrated the Bohemian borderlands Hitler agreed to host a Peace Conference in Munich. Hitler, Chamberlain, Daladier, and Mussolini met and agreed that Hitler should have the Sudetenland of Czechoslovakia. The Czechs, who were not represented at the meeting, realised that their own allies were deserting them and under pressure from the French and British they were forced to surrender the Sudetenland to Germany. Hitler assured those at the meeting that this was the extent of his ambitions for expansion. Chamberlain returned to England with a piece of paper signed by Hitler, proclaiming 'peace in our time.';;;;;;;;;X
ACTIONNAME2030A;ズデーテンラントを要求する！;Demand Sudetenland!;;;;;;;;;X
ACTIONNAME2030B;現状のままでいいだろう;Leave well enough alone;;;;;;;;;X
EVT_2003_NAME;ミュンヘン条約 ― ドイツへのズデーテンラント割譲;The Treaty of Munich - Sudetenland to Germany;;;;;;;;;X
